imageId,distance(km),imageFraction
C2004107,17281296,1.09389
C2004110,17280071,1.09396
C2004113,17278845,1.09404
C2004116,17277620,1.09412
C2004119,17276395,1.0942
C2004122,17275170,1.09428
C2004124,17274353,0.14641
C2004126,17273536,1.09438
C2004128,17272719,0.14643
C2004130,17271902,1.09448
C2004133,17270677,1.09456
C2004136,17269452,1.09464
C2004139,17268226,1.09472
C2004142,17267001,1.09479
C2004223,17333313,0.02839
C2004336,17220434,1.09775
C2004339,17219209,1.09783
C2004342,17217983,1.09791
C2004345,17216757,1.09799
C2004348,17215532,1.09807
C2004351,17214306,1.09814
C2004353,17213489,0.14693
C2004355,17212672,1.09825
C2004357,17211855,0.14694
C2004359,17211038,1.09835
C2004402,17209812,1.09843
C2004405,17208587,1.09851
C2004408,17207361,1.09859
C2004411,17206135,1.09867
C2004556,15315436,0.04252
C2004612,17156694,1.10183
C2004614,17155876,1.10188
C2004616,17155059,1.10194
C2004618,17154242,1.10199
C2004620,17153424,1.10204
C2004622,17152607,1.10209
C2004623,17152198,0.14746
C2004624,17151790,1.10215
C2004625,17151381,0.14746
C2004626,17150972,1.1022
C2004628,17150155,1.10225
C2004630,17149338,1.1023
C2004632,17148520,1.10236
C2004634,17147703,1.10241
C2004841,17095795,1.10576
C2004843,17094977,1.10581
C2004845,17094160,1.10586
C2004847,17093342,1.10592
C2004849,17092525,1.10597
C2004851,17091707,1.10602
C2004852,17091298,0.14798
C2004853,17090889,1.10607
C2004854,17090481,0.14799
C2004855,17090072,1.10613
C2004857,17089254,1.10618
C2004859,17088437,1.10623
C2004901,17087619,1.10629
C2004903,17086801,1.10634
C2005110,17034878,1.10971
C2005112,17034060,1.10976
C2005114,17033242,1.10982
C2005116,17032425,1.10987
C2005118,17031607,1.10992
C2005120,17030789,1.10998
C2005121,17030380,0.14851
C2005122,17029971,1.11003
C2005123,17029562,0.14852
C2005124,17029153,1.11008
C2005126,17028335,1.11014
C2005128,17027518,1.11019
C2005130,17026700,1.11024
C2005132,17025882,1.1103
C2005339,16973943,1.11369
C2005341,16973125,1.11375
C2005343,16972307,1.1138
C2005345,16971489,1.11386
C2005347,16970671,1.11391
C2005349,16969853,1.11396
C2005350,16969444,0.14904
C2005351,16969035,1.11402
C2005352,16968626,0.14905
C2005353,16968217,1.11407
C2005355,16967399,1.11412
C2005357,16966581,1.11418
C2005359,16965763,1.11423
C2005401,16964945,1.11429
C2005608,16912991,1.11771
C2005610,16912173,1.11776
C2005612,16911354,1.11782
C2005614,16910536,1.11787
C2005616,16909718,1.11792
C2005618,16908900,1.11798
C2005619,16908490,0.14958
C2005620,16908081,1.11803
C2005621,16907672,0.14959
C2005622,16907263,1.11809
C2005624,16906445,1.11814
C2005626,16905626,1.1182
C2005628,16904808,1.11825
C2005630,16903990,1.1183
C2005837,16852020,1.12175
C2005839,16851202,1.12181
C2005841,16850383,1.12186
C2005843,16849565,1.12192
C2005845,16848746,1.12197
C2005847,16847928,1.12202
C2005848,16847519,0.15012
C2005849,16847109,1.12208
C2005850,16846700,0.15013
C2005851,16846291,1.12213
C2005853,16845472,1.12219
C2005855,16844654,1.12224
C2005857,16843835,1.1223
C2005859,16843017,1.12235
C2005910,17135287,0.0246
C2006106,16791032,1.12583
C2006108,16790213,1.12588
C2006110,16789394,1.12594
C2006112,16788575,1.12599
C2006114,16787757,1.12605
C2006116,16786938,1.1261
C2006117,16786528,0.15067
C2006118,16786119,1.12616
C2006119,16785710,0.15067
C2006120,16785300,1.12621
C2006122,16784481,1.12627
C2006124,16783663,1.12632
C2006126,16782844,1.12638
C2006128,16782025,1.12643
C2006335,16730024,1.12993
C2006337,16729205,1.12999
C2006339,16728386,1.13004
C2006341,16727567,1.1301
C2006343,16726748,1.13015
C2006345,16725929,1.13021
C2006346,16725519,0.15122
C2006347,16725110,1.13026
C2006348,16724700,0.15122
C2006349,16724291,1.13032
C2006351,16723472,1.13038
C2006353,16722653,1.13043
C2006355,16721834,1.13049
C2006357,16721014,1.13054
C2006555,16672684,1.13382
C2006558,16671455,1.1339
C2006601,16670226,1.13399
C2006604,16668997,1.13407
C2006607,16667768,1.13415
C2006610,16666539,1.13424
C2006612,16665720,0.15176
C2006614,16664900,1.13435
C2006616,16664081,0.15177
C2006618,16663262,1.13446
C2006621,16662033,1.13454
C2006624,16660804,1.13463
C2006627,16659575,1.13471
C2006630,16658346,1.13479
C2006824,16611637,1.13799
C2006827,16610408,1.13807
C2006830,16609179,1.13815
C2006833,16607949,1.13824
C2006836,16606720,1.13832
C2006839,16605491,1.13841
C2006841,16604671,0.15232
C2006843,16603851,1.13852
C2006845,16603032,0.15233
C2006847,16602212,1.13863
C2006850,16600983,1.13872
C2006853,16599754,1.1388
C2006856,16598524,1.13888
C2006859,16597295,1.13897
C2007053,16550570,1.14218
C2007056,16549341,1.14227
C2007059,16548111,1.14235
C2007102,16546881,1.14244
C2007105,16545651,1.14252
C2007108,16544422,1.14261
C2007110,16543602,0.15288
C2007112,16542782,1.14272
C2007114,16541962,0.1529
C2007116,16541142,1.14284
C2007119,16539912,1.14292
C2007122,16538682,1.14301
C2007125,16537453,1.14309
C2007128,16536223,1.14318
C2007322,16489482,1.14642
C2007325,16488252,1.1465
C2007328,16487021,1.14659
C2007331,16485791,1.14667
C2007334,16484561,1.14676
C2007337,16483331,1.14684
C2007339,16482511,0.15345
C2007341,16481691,1.14696
C2007343,16480870,0.15346
C2007345,16480050,1.14707
C2007348,16478820,1.14716
C2007351,16477590,1.14724
C2007354,16476359,1.14733
C2007357,16475129,1.14741
C2007428,16152649,0.03046
C2007559,16425089,1.15091
C2007601,16424269,1.15097
C2007603,16423449,1.15102
C2007605,16422628,1.15108
C2007607,16421808,1.15114
C2007609,16420987,1.1512
C2007610,16420577,0.15403
C2007611,16420167,1.15125
C2007612,16419757,0.15403
C2007613,16419346,1.15131
C2007615,16418526,1.15137
C2007617,16417705,1.15143
C2007619,16416885,1.15149
C2007621,16416064,1.15154
C2007706,17406466,0.04085
C2007828,16363955,1.15521
C2007830,16363134,1.15527
C2007832,16362313,1.15533
C2007834,16361493,1.15538
C2007836,16360672,1.15544
C2007838,16359851,1.1555
C2007839,16359441,0.1546
C2007840,16359030,1.15556
C2007841,16358620,0.15461
C2007842,16358210,1.15562
C2007844,16357389,1.15567
C2007846,16356568,1.15573
C2007848,16355747,1.15579
C2007850,16354926,1.15585
C2008057,16302797,1.15954
C2008059,16301976,1.1596
C2008101,16301155,1.15966
C2008103,16300334,1.15972
C2008105,16299513,1.15978
C2008107,16298692,1.15984
C2008108,16298281,0.15518
C2008109,16297871,1.15989
C2008110,16297460,0.15519
C2008111,16297050,1.15995
C2008113,16296229,1.16001
C2008115,16295408,1.16007
C2008117,16294586,1.16013
C2008119,16293765,1.16019
C2008326,16241616,1.16391
C2008328,16240795,1.16397
C2008330,16239974,1.16403
C2008332,16239152,1.16409
C2008334,16238331,1.16415
C2008336,16237509,1.16421
C2008337,16237099,0.15577
C2008338,16236688,1.16426
C2008339,16236277,0.15577
C2008340,16235867,1.16432
C2008342,16235045,1.16438
C2008344,16234224,1.16444
C2008346,16233402,1.1645
C2008348,16232581,1.16456
C2008555,16180412,1.16831
C2008557,16179590,1.16837
C2008559,16178769,1.16843
C2008601,16177947,1.16849
C2008603,16177125,1.16855
C2008605,16176303,1.16861
C2008606,16175893,0.15636
C2008607,16175482,1.16867
C2008608,16175071,0.15636
C2008609,16174660,1.16873
C2008611,16173838,1.16879
C2008613,16173017,1.16885
C2008615,16172195,1.16891
C2008617,16171373,1.16897
C2008824,16119184,1.17275
C2008826,16118362,1.17281
C2008828,16117540,1.17287
C2008830,16116718,1.17293
C2008832,16115896,1.17299
C2008834,16115074,1.17305
C2008835,16114663,0.15695
C2008836,16114252,1.17311
C2008837,16113841,0.15696
C2008838,16113430,1.17317
C2008840,16112608,1.17323
C2008842,16111786,1.17329
C2008844,16110964,1.17335
C2008846,16110142,1.17341
C2008859,14437297,0.04511
C2008916,15455213,0.02727
C2009053,16057933,1.17723
C2009055,16057111,1.17729
C2009057,16056288,1.17735
C2009059,16055466,1.17741
C2009101,16054644,1.17747
C2009103,16053821,1.17753
C2009104,16053410,0.15755
C2009105,16052999,1.17759
C2009106,16052588,0.15756
C2009107,16052177,1.17765
C2009109,16051354,1.17771
C2009111,16050532,1.17777
C2009113,16049710,1.17783
C2009115,16048887,1.17789
C2009322,15996659,1.18173
C2009324,15995836,1.1818
C2009326,15995014,1.18186
C2009328,15994191,1.18192
C2009330,15993369,1.18198
C2009332,15992546,1.18204
C2009333,15992135,0.15815
C2009334,15991723,1.1821
C2009335,15991312,0.15816
C2009336,15990901,1.18216
C2009338,15990078,1.18222
C2009340,15989255,1.18228
C2009342,15988433,1.18234
C2009344,15987610,1.1824
C2009542,15939065,1.186
C2009545,15937831,1.1861
C2009548,15936597,1.18619
C2009551,15935362,1.18628
C2009554,15934128,1.18637
C2009557,15932893,1.18646
C2009559,15932070,0.15875
C2009601,15931248,1.18659
C2009603,15930425,0.15876
C2009605,15929602,1.18671
C2009608,15928367,1.1868
C2009611,15927133,1.18689
C2009614,15925898,1.18699
C2009617,15924664,1.18708
C2009811,15877747,1.19058
C2009814,15876513,1.19068
C2009817,15875278,1.19077
C2009820,15874043,1.19086
C2009823,15872808,1.19096
C2009826,15871573,1.19105
C2009828,15870750,0.15936
C2009830,15869927,1.19117
C2009832,15869104,0.15938
C2009834,15868280,1.1913
C2009837,15867045,1.19139
C2009840,15865811,1.19148
C2009843,15864576,1.19157
C2009846,15863341,1.19167
C2010040,15816407,1.1952
C2010043,15815172,1.1953
C2010046,15813937,1.19539
C2010049,15812702,1.19548
C2010052,15811466,1.19558
C2010055,15810231,1.19567
C2010057,15809407,0.15998
C2010059,15808584,1.19579
C2010101,15807760,0.16
C2010103,15806937,1.19592
C2010106,15805702,1.19601
C2010109,15804466,1.19611
C2010112,15803231,1.1962
C2010115,15801995,1.19629
C2010309,15755045,1.19986
C2010312,15753810,1.19995
C2010315,15752574,1.20005
C2010318,15751338,1.20014
C2010321,15750103,1.20023
C2010324,15748867,1.20033
C2010326,15748043,0.1606
C2010328,15747219,1.20045
C2010330,15746395,0.16062
C2010332,15745571,1.20058
C2010335,15744336,1.20067
C2010338,15743100,1.20077
C2010341,15741864,1.20086
C2010344,15740628,1.20096
C2010545,15690777,1.20477
C2010547,15689953,1.20484
C2010549,15689129,1.2049
C2010551,15688305,1.20496
C2010553,15687481,1.20503
C2010555,15686657,1.20509
C2010556,15686245,0.16124
C2010557,15685832,1.20515
C2010558,15685420,0.16124
C2010559,15685008,1.20522
C2010601,15684184,1.20528
C2010603,15683360,1.20534
C2010605,15682536,1.20541
C2010607,15681712,1.20547
C2010814,15629370,1.20951
C2010816,15628546,1.20957
C2010818,15627722,1.20963
C2010820,15626897,1.2097
C2010822,15626073,1.20976
C2010824,15625248,1.20982
C2010825,15624836,0.16187
C2010826,15624424,1.20989
C2010827,15624012,0.16188
C2010828,15623600,1.20995
C2010830,15622775,1.21002
C2010832,15621951,1.21008
C2010834,15621126,1.21014
C2010836,15620302,1.21021
C2011043,15567942,1.21428
C2011045,15567117,1.21434
C2011047,15566292,1.21441
C2011049,15565468,1.21447
C2011051,15564643,1.21454
C2011053,15563818,1.2146
C2011054,15563406,0.16251
C2011055,15562993,1.21466
C2011056,15562581,0.16252
C2011057,15562169,1.21473
C2011059,15561344,1.21479
C2011101,15560519,1.21486
C2011103,15559695,1.21492
C2011105,15558870,1.21499
C2011312,15506491,1.21909
C2011314,15505666,1.21915
C2011316,15504841,1.21922
C2011318,15504016,1.21928
C2011320,15503191,1.21935
C2011322,15502366,1.21941
C2011323,15501953,0.16315
C2011324,15501541,1.21948
C2011325,15501128,0.16316
C2011326,15500716,1.21954
C2011328,15499891,1.21961
C2011330,15499065,1.21967
C2011332,15498240,1.21974
C2011334,15497415,1.2198
C2011541,15445017,1.22394
C2011543,15444192,1.22401
C2011545,15443366,1.22407
C2011547,15442541,1.22414
C2011549,15441716,1.2242
C2011551,15440890,1.22427
C2011552,15440478,0.1638
C2011553,15440065,1.22433
C2011554,15439652,0.16381
C2011555,15439240,1.2244
C2011557,15438414,1.22447
C2011559,15437589,1.22453
C2011601,15436764,1.2246
C2011603,15435938,1.22466
C2011810,15383520,1.22884
C2011812,15382694,1.2289
C2011814,15381869,1.22897
C2011816,15381043,1.22903
C2011818,15380217,1.2291
C2011820,15379392,1.22917
C2011821,15378979,0.16446
C2011822,15378566,1.22923
C2011823,15378153,0.16447
C2011824,15377740,1.2293
C2011826,15376915,1.22936
C2011828,15376089,1.22943
C2011830,15375263,1.2295
C2011832,15374438,1.22956
C2012039,15321999,1.23377
C2012041,15321173,1.23384
C2012043,15320347,1.2339
C2012045,15319521,1.23397
C2012047,15318695,1.23404
C2012049,15317869,1.2341
C2012050,15317456,0.16512
C2012051,15317043,1.23417
C2012052,15316630,0.16513
C2012053,15316217,1.23424
C2012055,15315391,1.2343
C2012057,15314565,1.23437
C2012059,15313739,1.23443
C2012101,15312913,1.2345
C2012308,15260454,1.23875
C2012310,15259627,1.23881
C2012312,15258801,1.23888
C2012314,15257975,1.23895
C2012316,15257149,1.23901
C2012318,15256322,1.23908
C2012319,15255909,0.16578
C2012320,15255496,1.23915
C2012321,15255083,0.16579
C2012322,15254670,1.23921
C2012324,15253843,1.23928
C2012326,15253017,1.23935
C2012328,15252191,1.23942
C2012330,15251364,1.23948
C2012528,15202603,1.24346
C2012531,15201363,1.24356
C2012534,15200123,1.24366
C2012537,15198883,1.24376
C2012540,15197643,1.24386
C2012543,15196403,1.24397
C2012545,15195577,0.16644
C2012547,15194750,1.2441
C2012549,15193923,0.16646
C2012551,15193097,1.24424
C2012554,15191857,1.24434
C2012557,15190617,1.24444
C2012600,15189377,1.24454
C2012603,15188137,1.24464
C2012732,15443188,0.0273
C2012757,15141008,1.24852
C2012800,15139768,1.24862
C2012803,15138527,1.24872
C2012806,15137287,1.24882
C2012809,15136046,1.24893
C2012812,15134806,1.24903
C2012814,15133979,0.16712
C2012816,15133152,1.24917
C2012818,15132325,0.16714
C2012820,15131498,1.2493
C2012823,15130258,1.2494
C2012826,15129017,1.24951
C2012829,15127776,1.24961
C2012832,15126536,1.24971
C2013026,15079387,1.25362
C2013029,15078146,1.25372
C2013032,15076905,1.25383
C2013035,15075664,1.25393
C2013038,15074423,1.25403
C2013041,15073182,1.25414
C2013043,15072355,0.1678
C2013045,15071528,1.25427
C2013047,15070700,0.16782
C2013049,15069873,1.25441
C2013052,15068632,1.25451
C2013055,15067391,1.25462
C2013058,15066150,1.25472
C2013101,15064909,1.25482
C2013255,15017740,1.25877
C2013258,15016498,1.25887
C2013301,15015257,1.25897
C2013304,15014015,1.25908
C2013307,15012774,1.25918
C2013310,15011532,1.25929
C2013312,15010704,0.16849
C2013314,15009877,1.25943
C2013316,15009049,0.16851
C2013318,15008221,1.25956
C2013321,15006980,1.25967
C2013324,15005738,1.25977
C2013327,15004496,1.25988
C2013330,15003255,1.25998
C2013532,14952753,1.26424
C2013534,14951925,1.26431
C2013536,14951097,1.26438
C2013538,14950269,1.26445
C2013540,14949441,1.26452
C2013542,14948613,1.26459
C2013543,14948199,0.1692
C2013544,14947785,1.26466
C2013545,14947371,0.16921
C2013546,14946957,1.26473
C2013548,14946128,1.2648
C2013550,14945300,1.26487
C2013552,14944472,1.26494
C2013554,14943644,1.26501
C2013739,14398058,0.04938
C2013801,14891050,1.26948
C2013803,14890221,1.26955
C2013805,14889393,1.26962
C2013807,14888564,1.26969
C2013809,14887736,1.26976
C2013811,14886908,1.26983
C2013812,14886493,0.1699
C2013813,14886079,1.2699
C2013814,14885665,0.16991
C2013815,14885251,1.26997
C2013817,14884422,1.27004
C2013819,14883594,1.27011
C2013821,14882765,1.27018
C2013823,14881937,1.27025
C2014030,14829319,1.27476
C2014032,14828491,1.27483
C2014034,14827662,1.2749
C2014036,14826833,1.27497
C2014038,14826004,1.27504
C2014040,14825175,1.27512
C2014041,14824761,0.17061
C2014042,14824347,1.27519
C2014043,14823932,0.17062
C2014044,14823518,1.27526
C2014046,14822689,1.27533
C2014048,14821860,1.2754
C2014050,14821031,1.27547
C2014052,14820203,1.27554
C2014106,14040759,0.04638
C2014259,14767562,1.28009
C2014301,14766733,1.28016
C2014303,14765904,1.28023
C2014305,14765074,1.28031
C2014307,14764245,1.28038
C2014309,14763416,1.28045
C2014310,14763002,0.17132
C2014311,14762587,1.28052
C2014312,14762172,0.17133
C2014313,14761758,1.28059
C2014315,14760929,1.28067
C2014317,14760099,1.28074
C2014319,14759270,1.28081
C2014321,14758441,1.28088
C2014528,14705778,1.28547
C2014530,14704948,1.28554
C2014532,14704119,1.28561
C2014534,14703289,1.28569
C2014536,14702459,1.28576
C2014538,14701630,1.28583
C2014539,14701215,0.17204
C2014540,14700800,1.2859
C2014541,14700386,0.17205
C2014542,14699971,1.28598
C2014544,14699141,1.28605
C2014546,14698312,1.28612
C2014548,14697482,1.28619
C2014550,14696653,1.28627
C2014757,14643966,1.29089
C2014759,14643137,1.29097
C2014801,14642307,1.29104
C2014803,14641477,1.29111
C2014805,14640647,1.29119
C2014807,14639817,1.29126
C2014808,14639402,0.17277
C2014809,14638987,1.29133
C2014810,14638572,0.17278
C2014811,14638157,1.29141
C2014813,14637327,1.29148
C2014815,14636498,1.29155
C2014817,14635668,1.29163
C2014819,14634838,1.2917
C2015026,14582129,1.29637
C2015028,14581299,1.29644
C2015030,14580468,1.29652
C2015032,14579638,1.29659
C2015034,14578808,1.29666
C2015036,14577978,1.29674
C2015037,14577563,0.1735
C2015038,14577148,1.29681
C2015039,14576732,0.17351
C2015040,14576317,1.29689
C2015042,14575487,1.29696
C2015044,14574657,1.29703
C2015046,14573827,1.29711
C2015048,14572996,1.29718
C2015255,14520265,1.30189
C2015257,14519435,1.30197
C2015259,14518604,1.30204
C2015301,14517774,1.30212
C2015303,14516943,1.30219
C2015305,14516112,1.30226
C2015306,14515697,0.17424
C2015307,14515282,1.30234
C2015308,14514867,0.17425
C2015309,14514451,1.30241
C2015311,14513621,1.30249
C2015313,14512790,1.30256
C2015315,14511959,1.30264
C2015317,14511129,1.30271
C2015515,14462115,1.30713
C2015518,14460868,1.30724
C2015521,14459622,1.30735
C2015524,14458376,1.30747
C2015527,14457129,1.30758
C2015530,14455883,1.30769
C2015532,14455052,0.17497
C2015534,14454221,1.30784
C2015536,14453390,0.17499
C2015538,14452559,1.30799
C2015541,14451313,1.3081
C2015544,14450066,1.30822
C2015547,14448820,1.30833
C2015550,14447573,1.30844
C2015744,14400201,1.31275
C2015747,14398954,1.31286
C2015750,14397707,1.31297
C2015753,14396460,1.31309
C2015756,14395213,1.3132
C2015759,14393966,1.31332
C2015801,14393135,0.17572
C2015803,14392304,1.31347
C2015805,14391472,0.17574
C2015807,14390641,1.31362
C2015810,14389394,1.31373
C2015813,14388147,1.31385
C2015816,14386900,1.31396
C2015819,14385653,1.31407
C2016013,14338261,1.31842
C2016016,14337013,1.31853
C2016019,14335766,1.31865
C2016022,14334519,1.31876
C2016025,14333271,1.31888
C2016028,14332024,1.31899
C2016030,14331192,0.17648
C2016032,14330360,1.31915
C2016034,14329529,0.1765
C2016036,14328697,1.3193
C2016039,14327450,1.31941
C2016042,14326202,1.31953
C2016045,14324955,1.31964
C2016048,14323707,1.31976
C2016242,14276294,1.32414
C2016245,14275047,1.32426
C2016248,14273799,1.32437
C2016251,14272551,1.32449
C2016254,14271303,1.3246
C2016257,14270055,1.32472
C2016259,14269223,0.17725
C2016301,14268391,1.32487
C2016303,14267559,0.17727
C2016305,14266727,1.32503
C2016308,14265479,1.32514
C2016311,14264231,1.32526
C2016314,14262983,1.32538
C2016317,14261735,1.32549
C2016519,14210973,1.33023
C2016521,14210140,1.33031
C2016523,14209308,1.33038
C2016525,14208476,1.33046
C2016527,14207643,1.33054
C2016529,14206811,1.33062
C2016530,14206395,0.17803
C2016531,14205979,1.3307
C2016532,14205562,0.17804
C2016533,14205146,1.33077
C2016535,14204314,1.33085
C2016537,14203482,1.33093
C2016539,14202649,1.33101
C2016541,14201817,1.33109
C2016716,13120030,0.05419
C2016748,14148952,1.33606
C2016750,14148119,1.33614
C2016752,14147286,1.33622
C2016754,14146453,1.33629
C2016756,14145621,1.33637
C2016758,14144788,1.33645
C2016759,14144372,0.17881
C2016800,14143955,1.33653
C2016801,14143539,0.17882
C2016802,14143123,1.33661
C2016804,14142290,1.33669
C2016806,14141457,1.33677
C2016808,14140624,1.33685
C2016810,14139792,1.33692
C2017017,14086903,1.34194
C2017019,14086070,1.34202
C2017021,14085237,1.3421
C2017023,14084404,1.34218
C2017025,14083571,1.34226
C2017027,14082738,1.34234
C2017028,14082321,0.1796
C2017029,14081905,1.34242
C2017030,14081488,0.17961
C2017031,14081071,1.3425
C2017033,14080238,1.34258
C2017035,14079405,1.34266
C2017037,14078572,1.34274
C2017039,14077739,1.34282
C2017246,14024826,1.34788
C2017248,14023993,1.34796
C2017250,14023159,1.34804
C2017252,14022326,1.34812
C2017254,14021492,1.3482
C2017256,14020659,1.34828
C2017257,14020242,0.1804
C2017258,14019825,1.34836
C2017259,14019409,0.18041
C2017300,14018992,1.34844
C2017302,14018158,1.34852
C2017304,14017325,1.3486
C2017306,14016491,1.34869
C2017308,14015658,1.34877
C2017515,13962720,1.35388
C2017517,13961886,1.35396
C2017519,13961052,1.35404
C2017521,13960219,1.35412
C2017523,13959385,1.3542
C2017525,13958551,1.35428
C2017526,13958134,0.1812
C2017527,13957717,1.35436
C2017528,13957300,0.18121
C2017529,13956883,1.35445
C2017531,13956049,1.35453
C2017533,13955215,1.35461
C2017535,13954382,1.35469
C2017537,13953548,1.35477
C2017744,13900593,1.35993
C2017746,13899759,1.36001
C2017748,13898925,1.36009
C2017750,13898090,1.36017
C2017752,13897256,1.36026
C2017754,13896422,1.36034
C2017755,13896005,0.18201
C2017756,13895587,1.36042
C2017757,13895170,0.18202
C2017758,13894753,1.3605
C2017800,13893919,1.36058
C2017802,13893085,1.36066
C2017804,13892250,1.36075
C2017806,13891416,1.36083
C2018013,13838427,1.36604
C2018015,13837592,1.36612
C2018017,13836757,1.3662
C2018019,13835923,1.36629
C2018021,13835088,1.36637
C2018023,13834253,1.36645
C2018024,13833836,0.18283
C2018025,13833418,1.36653
C2018026,13833001,0.18284
C2018027,13832584,1.36662
C2018029,13831749,1.3667
C2018031,13830914,1.36678
C2018033,13830080,1.36686
C2018035,13829245,1.36695
C2018242,13776229,1.37221
C2018244,13775394,1.37229
C2018246,13774559,1.37237
C2018248,13773723,1.37246
C2018250,13772888,1.37254
C2018252,13772053,1.37262
C2018253,13771636,0.18365
C2018254,13771218,1.37271
C2018255,13770801,0.18366
C2018256,13770383,1.37279
C2018258,13769548,1.37287
C2018300,13768713,1.37296
C2018302,13767878,1.37304
C2018304,13767042,1.37312
C2018511,13713999,1.37843
C2018513,13713163,1.37852
C2018515,13712328,1.3786
C2018517,13711492,1.37869
C2018519,13710657,1.37877
C2018521,13709821,1.37885
C2018522,13709404,0.18449
C2018523,13708986,1.37894
C2018524,13708568,0.1845
C2018525,13708150,1.37902
C2018527,13707315,1.37911
C2018529,13706479,1.37919
C2018531,13705644,1.37927
C2018533,13704808,1.37936
C2018740,13651737,1.38472
C2018742,13650901,1.38481
C2018744,13650065,1.38489
C2018746,13649229,1.38497
C2018748,13648393,1.38506
C2018750,13647557,1.38514
C2018751,13647139,0.18533
C2018752,13646721,1.38523
C2018753,13646303,0.18534
C2018754,13645885,1.38531
C2018756,13645049,1.3854
C2018758,13644213,1.38548
C2018800,13643377,1.38557
C2018802,13642541,1.38565
C2019009,13589442,1.39107
C2019011,13588606,1.39115
C2019013,13587769,1.39124
C2019015,13586933,1.39132
C2019017,13586097,1.39141
C2019019,13585260,1.3915
C2019020,13584842,0.18618
C2019021,13584424,1.39158
C2019022,13584006,0.18619
C2019023,13583587,1.39167
C2019025,13582751,1.39175
C2019027,13581914,1.39184
C2019029,13581078,1.39192
C2019031,13580242,1.39201
C2019437,13477313,1.40264
C2019440,13476057,1.40277
C2019443,13474801,1.4029
C2019446,13473545,1.40303
C2019449,13472290,1.40316
C2019452,13471034,1.4033
C2019455,13469778,1.40343
C2019458,13468522,1.40356
C2019501,13467266,1.40369
C2019504,13466010,1.40382
C2019507,13464754,1.40395
C2019510,13463498,1.40408
C2019513,13462243,1.40421
C2019515,13461405,0.18789
C2019517,13460568,1.40439
C2019519,13459731,0.18791
C2019521,13458893,1.40456
C2019524,13457637,1.40469
C2019527,13456381,1.40482
C2019530,13455125,1.40495
C2019533,13453869,1.40509
C2019536,13452613,1.40522
C2019539,13451357,1.40535
C2019542,13450101,1.40548
C2019545,13448845,1.40561
C2019548,13447589,1.40574
C2019551,13446333,1.40587
C2019554,13445077,1.406
C2019557,13443821,1.40614
C2020944,13097051,1.44337
C2020946,13096211,1.44346
C2020948,13095372,1.44355
C2020950,13094532,1.44364
C2020952,13093692,1.44374
C2020954,13092852,1.44383
C2020956,13092012,1.44392
C2020958,13091172,1.44401
C2021000,13090332,1.44411
C2021002,13089493,1.4442
C2021004,13088653,1.44429
C2021006,13087813,1.44439
C2021008,13086973,1.44448
C2021009,13086553,0.19327
C2021010,13086133,1.44457
C2021011,13085713,0.19328
C2021012,13085293,1.44466
C2021014,13084453,1.44476
C2021016,13083613,1.44485
C2021018,13082774,1.44494
C2021020,13081934,1.44503
C2021022,13081094,1.44513
C2021024,13080254,1.44522
C2021026,13079414,1.44531
C2021028,13078574,1.44541
C2021030,13077734,1.4455
C2021032,13076894,1.44559
C2021034,13076054,1.44568
C2021036,13075214,1.44578
C2021213,13034469,1.4503
C2021215,13033629,1.45039
C2021217,13032789,1.45048
C2021219,13031949,1.45058
C2021221,13031108,1.45067
C2021223,13030268,1.45076
C2021225,13029428,1.45086
C2021227,13028588,1.45095
C2021229,13027747,1.45105
C2021231,13026907,1.45114
C2021233,13026067,1.45123
C2021235,13025226,1.45133
C2021237,13024386,1.45142
C2021238,13023966,0.1942
C2021239,13023546,1.45151
C2021240,13023126,0.19421
C2021241,13022705,1.45161
C2021243,13021865,1.4517
C2021245,13021025,1.45179
C2021247,13020184,1.45189
C2021249,13019344,1.45198
C2021251,13018504,1.45208
C2021253,13017663,1.45217
C2021255,13016823,1.45226
C2021257,13015983,1.45236
C2021259,13015142,1.45245
C2021301,13014302,1.45254
C2021303,13013462,1.45264
C2021305,13012621,1.45273
C2021427,12978160,1.45659
C2021430,12976899,1.45673
C2021433,12975639,1.45687
C2021436,12974378,1.45701
C2021439,12973117,1.45716
C2021442,12971856,1.4573
C2021445,12970595,1.45744
C2021448,12969334,1.45758
C2021451,12968073,1.45772
C2021454,12966811,1.45786
C2021457,12965550,1.45801
C2021500,12964289,1.45815
C2021503,12963028,1.45829
C2021505,12962188,0.19512
C2021507,12961347,1.45848
C2021509,12960506,0.19515
C2021511,12959665,1.45867
C2021514,12958404,1.45881
C2021517,12957143,1.45895
C2021520,12955882,1.45909
C2021523,12954621,1.45924
C2021526,12953360,1.45938
C2021532,12950837,1.45966
C2021535,12949576,1.4598
C2021538,12948315,1.45995
C2021541,12947053,1.46009
C2021544,12945792,1.46023
C2021547,12944531,1.46037
C2021656,12915518,1.46365
C2021659,12914256,1.4638
C2021702,12912995,1.46394
C2021705,12911733,1.46408
C2021708,12910471,1.46423
C2021711,12909210,1.46437
C2021714,12907948,1.46451
C2021717,12906686,1.46466
C2021720,12905425,1.4648
C2021723,12904163,1.46494
C2021726,12902901,1.46509
C2021729,12901640,1.46523
C2021732,12900378,1.46537
C2021734,12899537,0.19607
C2021736,12898696,1.46556
C2021738,12897854,0.1961
C2021740,12897013,1.46575
C2021743,12895751,1.4659
C2021746,12894490,1.46604
