imageId,distance(km),imageFraction
C1207856,33357588,0.19949
C1207903,33363218,0.19946
C1207909,33368044,0.19943
C1207915,33372870,0.1994
C1207921,33377695,0.19937
C1207927,33382521,0.19934
C1207934,33388151,0.19931
C1207941,33393781,0.19927
C1207948,33399411,0.02665
C1207956,33405846,0.02665
C1208005,33413085,0.19916
C1208011,33417910,0.19913
C1208017,33422736,0.1991
C1208023,33427562,0.19907
C1208030,33433192,0.19904
C1208037,33438822,0.19901
C1208043,33443648,0.19898
C1208049,33448474,0.19895
C1208055,33453300,0.19892
C1208101,33458125,0.19889
C1208108,33463755,0.19886
C1208115,33469386,0.19882
C1208122,33475016,0.02659
C1208130,33481450,0.02659
C1208139,33488689,0.19871
C1208145,33493515,0.19868
C1208151,33498340,0.19865
C1208157,33503166,0.19862
C1208204,33508796,0.19859
C1208211,33514426,0.19856
C1208217,33519252,0.19853
C1208223,33524078,0.1985
C1208229,33528904,0.19847
C1208235,33533729,0.19844
C1208242,33539359,0.19841
C1208249,33544989,0.19838
C1208256,33550620,0.02653
C1208304,33557054,0.02653
C1208313,33564293,0.19826
C1208319,33569118,0.19823
C1208325,33573944,0.1982
C1208331,33578770,0.19818
C1208338,33584400,0.19814
C1208345,33590030,0.19811
C1208351,33594856,0.19808
C1208357,33599681,0.19805
C1208403,33604507,0.19802
C1208409,33609333,0.198
C1208416,33614963,0.19796
C1208423,33620593,0.19793
C1208430,33626223,0.02647
C1208438,33632657,0.02647
C1212938,35804109,0.18586
C1212948,35812151,0.02486
C1212958,35820193,0.18578
C1213008,35828235,0.02485
C1213018,35836277,0.18569
C1213028,35844319,0.02483
C1213038,35852361,0.18561
C1213048,35860403,0.02482
C1213058,35868444,0.18553
C1213108,35876486,0.02481
C1213118,35884528,0.18544
C1213128,35892570,0.0248
C1213140,35902220,0.18535
C1213152,35911871,0.02479
C1213205,35922325,0.18525
C1213218,35932780,0.02477
C1213236,35947255,0.18512
C1213241,35951276,0.02476
C1213246,35955297,0.18508
C1213251,35959318,0.02476
C1213256,35963339,0.18504
C1213301,35967360,0.02475
C1213306,35971381,0.18499
C1213311,35975402,0.02474
C1213317,35980227,0.18495
C1213322,35984248,0.02474
C1213327,35988269,0.18491
C1213332,35992290,0.02473
C1213337,35996311,0.18487
C1213342,36000332,0.02473
C1213348,36005157,0.18482
C1213353,36009178,0.02472
C1213358,36013199,0.18478
C1213403,36017219,0.02472
C1213411,36023653,0.18473
C1213420,36030891,0.02471
C1213429,36038128,0.18465
C1213434,36038128,0.0247
C1213446,36051799,0.18458
C1213451,36051799,0.02469
C1213508,36069492,0.18449
C1213518,36077533,0.02467
C1213528,36085575,0.18441
C1213538,36093617,0.02466
C1213548,36101659,0.18433
C1213558,36109701,0.02465
C1213608,36117743,0.18424
C1213618,36125784,0.02464
C1213751,36200573,0.02459
C1213757,36205399,0.02459
C1213803,36210224,0.02458
C1213809,36215049,0.02458
C1213815,36219874,0.02458
C1213822,36225503,0.02457
C1213829,36231132,0.02457
C1213835,36235957,0.18364
C1213841,36240783,0.18362
C1213847,36245608,0.18359
C1213853,36250433,0.18357
C1213900,36256062,0.18354
C1213907,36261691,0.18351
C1213913,36266516,0.18349
C1213919,36271341,0.18346
C1213925,36276166,0.18344
C1213931,36280992,0.18342
C1213938,36286621,0.18339
C1213945,36292250,0.18336
C1213952,36297879,0.02452
C1214009,36311550,0.18326
C1214015,36316375,0.18324
C1214021,36321200,0.18321
C1214027,36326026,0.18319
C1214034,36331655,0.18316
C1214041,36337284,0.18313
C1214047,36342109,0.18311
C1214053,36346934,0.18308
C1214059,36351759,0.18306
C1214105,36356584,0.18303
C1214112,36362214,0.18301
C1214119,36367843,0.18298
C1214126,36373472,0.02447
C1214143,36387143,0.18288
C1214149,36391968,0.18286
C1214155,36396793,0.18283
C1214201,36401618,0.18281
C1214208,36407248,0.18278
C1214215,36412877,0.18275
C1214221,36417702,0.18273
C1214227,36422527,0.1827
C1214233,36427352,0.18268
C1214239,36432177,0.18265
C1214246,36437806,0.18263
C1214253,36443435,0.1826
C1214300,36449065,0.02442
C1214317,36462736,0.1825
C1214323,36467561,0.18248
C1214329,36472386,0.18245
C1214335,36477211,0.18243
C1214342,36482840,0.1824
C1214349,36488469,0.18237
C1214355,36493294,0.18235
C1214401,36498119,0.18232
C1214407,36502944,0.1823
C1214413,36507769,0.18228
C1214420,36513399,0.18225
C1214427,36519028,0.18222
C1214434,36524657,0.02437
C1215554,37071493,0.1795
C1215604,37071493,0.02401
C1215615,37088381,0.17942
C1215625,37096422,0.024
C1215635,37104464,0.17935
C1215645,37112506,0.02399
C1215655,37120547,0.17927
C1215705,37128589,0.02398
C1215715,37136631,0.17919
C1215725,37144672,0.02397
C1215735,37152714,0.17911
C1215745,37160756,0.02396
C1215755,37168797,0.17903
C1215805,37176839,0.02394
C1215815,37184881,0.17896
C1215825,37192923,0.02393
C1215835,37200964,0.17888
C1215845,37209006,0.02392
C1215855,37217048,0.1788
C1215905,37225089,0.02391
C1215915,37233131,0.17873
C1215925,37241173,0.0239
C1215937,37250823,0.17864
C1215947,37258864,0.02389
C1215957,37266906,0.17856
C1216007,37274948,0.02388
C1216235,37393964,0.17796
C1216240,37397985,0.0238
C1216245,37402006,0.17792
C1216250,37406027,0.0238
C1216255,37410048,0.17788
C1216300,37414069,0.02379
C1216305,37418089,0.17784
C1216310,37422110,0.02379
C1216315,37426131,0.1778
C1216320,37430152,0.02378
C1216325,37434173,0.17777
C1216330,37438194,0.02378
C1216336,37443019,0.17772
C1216341,37447039,0.02377
C1216346,37451060,0.17769
C1216351,37455081,0.02377
C1216359,37461515,0.17764
C1216408,37468752,0.02376
C1216417,37475990,0.17757
C1216422,37480010,0.02375
C1216434,37489660,0.1775
C1216439,37493681,0.02374
C1216514,37521827,0.17735
C1216524,37529869,0.02372
C1216534,37537910,0.17727
C1216544,37545952,0.02371
C1216554,37553994,0.1772
C1216604,37562036,0.0237
C1216614,37570077,0.17712
C1216624,37578119,0.02369
C1216634,37586161,0.17705
C1216644,37594202,0.02368
C1216654,37602244,0.17697
C1216704,37610286,0.02367
C1216714,37618327,0.1769
C1216725,37627173,0.02366
C1216740,37639236,0.1768
C1216750,37647277,0.02365
C1216806,37660144,0.1767
C1216816,37668186,0.02363
C1221959,40163583,0.02216
C1222005,40168408,0.02216
C1222011,40173233,0.02216
C1222017,40178059,0.02216
C1222023,40182884,0.02215
C1222030,40188513,0.02215
C1222037,40194143,0.02215
C1222043,40198968,0.16554
C1222049,40203793,0.16552
C1222055,40208618,0.1655
C1222101,40213444,0.16548
C1222108,40219073,0.16546
C1222115,40224703,0.16543
C1222121,40229528,0.16541
C1222127,40234353,0.16539
C1222133,40239178,0.16537
C1222139,40244004,0.16535
C1222146,40249633,0.16533
C1222153,40255263,0.16531
C1222200,40260892,0.02211
C1222208,40267326,0.02211
C1222217,40274563,0.16523
C1222223,40279389,0.16521
C1222229,40284214,0.16519
C1222235,40289039,0.16517
C1222242,40294669,0.16515
C1222249,40300298,0.16512
C1222255,40305123,0.1651
C1222301,40309949,0.16508
C1222307,40314774,0.16506
C1222313,40319599,0.16504
C1222320,40325229,0.16502
C1222327,40330858,0.165
C1222334,40336487,0.02207
C1222342,40342921,0.02207
C1222351,40350159,0.16492
C1222357,40354984,0.1649
C1222403,40359809,0.16488
C1222409,40364635,0.16486
C1222416,40370264,0.16484
C1222423,40375894,0.16481
C1222429,40380719,0.16479
C1222435,40385544,0.16477
C1222441,40390369,0.16475
C1222447,40395195,0.16473
C1222454,40400824,0.16471
C1222501,40406454,0.16469
C1222508,40412083,0.02203
C1222516,40418517,0.02202
C1222525,40425755,0.16461
C1222531,40430580,0.16459
C1222537,40435405,0.16457
C1222543,40440230,0.16455
C1222550,40445860,0.16453
C1222557,40451489,0.16451
C1222603,40456314,0.16449
C1222609,40461140,0.16447
C1222615,40465965,0.16445
C1222621,40470790,0.16443
C1222628,40476420,0.1644
C1222635,40482049,0.16438
C1222642,40487678,0.02199
C1222650,40494112,0.02198
C1222807,40556036,0.02195
C1222810,40558449,0.02195
C1222813,40560861,0.02195
C1222816,40563274,0.02195
C1222819,40565687,0.02194
C1222822,40568099,0.02194
C1222825,40570512,0.02194
C1222828,40572924,0.02194
C1222831,40575337,0.02194
C1222834,40577750,0.02194
C1222837,40580162,0.02194
C1222840,40582575,0.02193
C1222843,40584988,0.02193
C1222855,40594638,0.02193
C1222858,40597051,0.02193
C1222901,40599463,0.02193
C1222904,40601876,0.02192
C1222907,40604289,0.02192
C1222910,40606701,0.02192
C1222913,40609114,0.02192
C1222916,40611526,0.02192
C1222919,40613939,0.02192
C1222922,40616352,0.02192
C1222925,40618764,0.02192
C1222928,40621177,0.02191
C1222931,40623590,0.02191
C1222934,40626002,0.02191
C1222937,40628415,0.02191
C1222940,40630827,0.02191
C1222943,40633240,0.02191
C1222946,40635653,0.02191
C1222949,40638065,0.0219
C1222952,40640478,0.0219
C1222955,40642891,0.0219
C1222958,40645303,0.0219
C1223001,40647716,0.0219
C1223004,40650128,0.0219
C1223007,40652541,0.0219
C1223010,40654954,0.0219
C1223013,40657366,0.02189
C1223016,40659779,0.02189
C1223019,40662191,0.02189
C1223022,40664604,0.02189
C1223025,40667017,0.02189
C1223028,40669429,0.02189
C1223031,40671842,0.02189
C1223034,40674255,0.02189
C1223037,40676667,0.02188
C1223040,40679080,0.02188
C1223043,40681492,0.02188
C1223046,40683905,0.02188
C1223049,40686318,0.02188
C1223052,40688730,0.02188
C1223055,40691143,0.02188
C1223058,40693556,0.02187
C1223101,40695968,0.02187
C1223104,40698381,0.02187
C1223107,40700793,0.02187
C1223110,40703206,0.02187
C1223113,40705619,0.02187
C1223116,40708031,0.02187
C1223119,40710444,0.02187
C1223122,40712857,0.02186
C1223125,40715269,0.02186
C1223128,40717682,0.02186
C1223131,40720094,0.02186
C1223134,40722507,0.02186
C1223137,40724920,0.02186
C1223140,40727332,0.02186
C1223143,40729745,0.02186
C1223146,40732157,0.02185
C1223149,40734570,0.02185
C1223152,40736983,0.02185
C1223155,40739395,0.02185
C1223158,40741808,0.02185
C1223201,40744221,0.02185
C1223204,40746633,0.02185
C1223207,40749046,0.02185
C1223210,40751458,0.02184
C1223213,40753871,0.02184
C1223216,40756284,0.02184
C1223219,40758696,0.02184
C1223222,40761109,0.02184
C1223225,40763522,0.02184
C1223228,40765934,0.02184
C1223231,40768347,0.02183
C1223234,40770759,0.02183
C1223237,40773172,0.02183
C1223240,40775585,0.02183
C1223243,40777997,0.02183
C1223246,40780410,0.02183
C1223249,40782822,0.02183
C1223252,40785235,0.02183
C1223255,40787648,0.02182
C1223258,40790060,0.02182
C1223301,40792473,0.02182
C1223304,40794886,0.02182
C1223307,40797298,0.02182
C1223310,40799711,0.02182
C1223313,40802123,0.02182
C1223316,40804536,0.02182
C1223319,40806949,0.02181
C1223322,40809361,0.02181
C1223325,40811774,0.02181
C1223328,40814187,0.02181
C1223331,40816599,0.02181
C1223334,40819012,0.02181
C1223337,40821424,0.02181
C1223340,40823837,0.02181
C1223343,40826250,0.0218
C1223346,40828662,0.0218
C1223349,40831075,0.0218
C1223352,40833487,0.0218
C1223355,40835900,0.0218
C1223358,40838313,0.0218
C1223401,40840725,0.0218
C1223404,40843138,0.02179
C1223407,40845551,0.02179
C1223410,40847963,0.02179
C1223413,40850376,0.02179
C1223416,40852788,0.02179
C1223419,40855201,0.02179
C1223422,40857614,0.02179
C1223425,40860026,0.02179
C1223428,40862439,0.02178
C1223431,40864851,0.02178
C1223434,40867264,0.02178
C1223437,40869677,0.02178
C1223440,40872089,0.02178
C1223443,40874502,0.02178
C1223446,40876915,0.02178
C1223449,40879327,0.02178
C1223452,40881740,0.02177
C1223455,40884152,0.02177
C1223458,40886565,0.02177
C1223501,40888978,0.02177
C1223504,40891390,0.02177
C1223507,40893803,0.02177
C1223510,40896215,0.02177
C1223513,40898628,0.02177
C1223516,40901041,0.02176
C1223519,40903453,0.02176
C1223522,40905866,0.02176
C1223525,40908279,0.02176
C1223528,40910691,0.02176
C1223531,40913104,0.02176
C1223534,40915516,0.02176
C1223537,40917929,0.02175
C1223540,40920342,0.02175
C1223543,40922754,0.02175
C1223546,40925167,0.02175
C1223549,40927579,0.02175
C1223552,40929992,0.02175
C1223555,40932405,0.02175
C1223609,40943664,0.02174
C1223620,40952510,0.02174
C1223631,40961356,0.02173
C1223642,40970202,0.02173
C1223653,40979049,0.02172
C1223704,40987895,0.02172
C1223715,40996741,0.02171
C1223726,41005587,0.02171
C1223737,41014434,0.0217
C1223748,41023280,0.0217
C1223759,41032126,0.02169
C1223810,41040972,0.02169
C1223821,41049819,0.02169
C1223832,41058665,0.02168
C1223843,41067511,0.02168
C1223854,41076357,0.02167
C1223905,41085203,0.02167
C1223916,41094050,0.02166
C1223927,41102896,0.02166
C1223938,41111742,0.02165
C1223949,41120588,0.02165
C1224000,41129435,0.02164
C1224011,41138281,0.02164
C1224022,41147127,0.02163
C1224033,41155973,0.02163
C1224044,41164819,0.02162
C1224055,41173666,0.02162
C1224106,41182512,0.02162
C1224117,41191358,0.02161
C1224128,41200204,0.02161
C1224139,41209051,0.0216
C1224150,41217897,0.0216
C1224201,41226743,0.02159
C1224212,41235589,0.02159
C1224223,41244435,0.02158
C1224234,41253282,0.02158
C1224245,41262128,0.02157
C1224256,41270974,0.02157
C1224307,41279820,0.02156
C1224318,41288666,0.02156
C1224329,41297513,0.02155
C1224340,41306359,0.02155
C1224351,41315205,0.02155
C1224402,41324051,0.02154
C1224413,41332897,0.02154
C1224424,41341743,0.02153
C1224600,41418946,0.16066
C1228818,43459892,0.02048
C1228824,43464717,0.02048
C1228830,43469542,0.02048
C1228836,43474366,0.02048
C1228842,43479191,0.02047
C1228849,43484820,0.02047
C1228856,43490449,0.02047
C1228902,43495273,0.15299
C1228908,43500098,0.15298
C1228914,43504923,0.15296
C1228920,43509748,0.15294
C1228927,43515376,0.15292
C1228934,43521005,0.1529
C1228940,43525830,0.15289
C1228946,43530655,0.15287
C1228952,43535479,0.15285
C1228958,43540304,0.15283
C1229005,43545933,0.15281
C1229012,43551562,0.1528
C1229019,43557190,0.02044
C1229027,43563623,0.02043
C1229036,43570860,0.15273
C1229042,43575685,0.15271
C1229048,43580510,0.15269
C1229054,43585335,0.15268
C1229101,43590963,0.15266
C1229108,43596592,0.15264
C1229114,43601417,0.15262
C1229120,43606242,0.1526
C1229126,43611066,0.15259
C1229132,43615891,0.15257
C1229139,43621520,0.15255
C1229146,43627148,0.15253
C1229153,43632777,0.0204
C1229201,43639210,0.0204
C1229210,43646447,0.15246
C1229216,43651272,0.15245
C1229222,43656097,0.15243
C1229228,43660921,0.15241
C1229235,43666550,0.15239
C1229242,43672179,0.15237
C1229248,43677003,0.15236
C1229254,43681828,0.15234
C1229300,43686653,0.15232
C1229306,43691477,0.15231
C1229313,43697106,0.15229
C1229320,43702735,0.15227
C1229327,43708364,0.02037
C1229335,43714797,0.02036
C1229344,43722034,0.1522
C1229350,43726858,0.15218
C1229356,43731683,0.15217
C1229402,43736508,0.15215
C1229409,43742136,0.15213
C1229416,43747765,0.15211
C1229422,43752590,0.15209
C1229428,43757414,0.15208
C1229434,43762239,0.15206
C1229440,43767064,0.15204
C1229447,43772693,0.15202
C1229454,43778321,0.152
C1229501,43783950,0.02033
C1229509,43790383,0.02033
C1229617,43845062,0.15177
C1229618,43845866,0.0203
C1229619,43846670,0.15177
C1229620,43847474,0.0203
C1229621,43848279,0.15176
C1229622,43849083,0.0203
C1229623,43849887,0.15176
C1229624,43850691,0.0203
C1229625,43851495,0.15175
C1229626,43852299,0.0203
C1229631,43856320,0.15173
C1229633,43857928,0.0203
C1229637,43861144,0.15172
C1229642,43865165,0.02029
C1229650,43871598,0.15168
C1229658,43878030,0.02029
C1229704,43882855,0.15164
C1229705,43882855,0.02028
C1229730,43903762,0.15157
C1229731,43904566,0.02027
C1229732,43905370,0.15156
C1229733,43906174,0.02027
C1229734,43906978,0.15156
C1229735,43907782,0.02027
C1229736,43908586,0.15155
C1229737,43909390,0.02027
C1229738,43910195,0.15155
C1229739,43910999,0.02027
C1229744,43915019,0.15153
C1229746,43916627,0.02027
C1229750,43919844,0.15151
C1229755,43923864,0.02027
C1229803,43930297,0.15148
C1229811,43936730,0.02026
C1229817,43941555,0.15144
C1229818,43941555,0.02026
C1239921,48817558,0.01823
C1239927,48822383,0.01823
C1239933,48827207,0.01823
C1239939,48832032,0.01823
C1239945,48836857,0.01823
C1239952,48842486,0.01822
C1239959,48848115,0.01822
C1240005,48852939,0.13621
C1240011,48857764,0.1362
C1240017,48862589,0.13619
C1240023,48867414,0.13617
C1240030,48873042,0.13616
C1240037,48878671,0.13614
C1240043,48883496,0.13613
C1240049,48888321,0.13612
C1240055,48893146,0.1361
C1240101,48897970,0.13609
C1240108,48903599,0.13607
C1240115,48909228,0.13606
C1240122,48914857,0.0182
C1240130,48921290,0.0182
C1240139,48928527,0.136
C1240145,48933352,0.13599
C1240151,48938177,0.13598
C1240157,48943001,0.13596
C1240204,48948630,0.13595
C1240211,48954259,0.13593
C1240217,48959084,0.13592
C1240223,48963909,0.13591
C1240229,48968733,0.13589
C1240235,48973558,0.13588
C1240242,48979187,0.13586
C1240249,48984816,0.13585
C1240256,48990445,0.01817
C1240304,48996878,0.01817
C1240313,49004115,0.13579
C1240319,49008939,0.13578
C1240325,49013764,0.13577
C1240331,49018589,0.13575
C1240338,49024218,0.13574
C1240345,49029847,0.13572
C1240351,49034671,0.13571
C1240357,49039496,0.1357
C1240403,49044321,0.13568
C1240409,49049146,0.13567
C1240416,49054775,0.13565
C1240423,49060403,0.13564
C1240430,49066032,0.01814
C1240438,49072465,0.01814
C1240447,49079702,0.13558
C1240453,49084527,0.13557
C1240459,49089352,0.13556
C1240505,49094177,0.13554
C1240512,49099806,0.13553
C1240519,49105434,0.13551
C1240525,49110259,0.1355
C1240531,49115084,0.13549
C1240537,49119909,0.13547
C1240543,49124733,0.13546
C1240550,49130362,0.13544
C1240557,49135991,0.13543
C1240604,49141620,0.01811
C1240612,49148053,0.01811
C1241824,49736671,0.13379
C1244433,50998311,0.01745
C1244444,51007156,0.01745
C1244455,51016001,0.01745
C1244506,51024846,0.01744
C1244517,51033691,0.01744
C1244948,51251597,0.01737
C1244959,51260442,0.01736
C1245010,51269286,0.01736
C1245021,51278131,0.01736
C1245032,51286976,0.01736
C1245043,51295821,0.01735
C1245054,51304666,0.01735
C1245105,51313511,0.01735
C1245116,51322355,0.01734
C1245127,51331200,0.01734
C1245138,51340045,0.01734
C1245149,51348890,0.01733
C1245200,51357735,0.01733
C1245211,51366579,0.01733
C1245222,51375424,0.01733
C1245233,51384269,0.01732
C1245244,51393114,0.01732
C1245255,51401958,0.01732
C1245306,51410803,0.01731
C1245317,51419648,0.01731
C1245328,51428493,0.01731
C1245339,51437337,0.0173
C1245350,51446182,0.0173
C1245401,51455027,0.0173
C1245412,51463872,0.0173
C1245423,51472716,0.01729
C1245434,51481561,0.01729
C1245445,51490406,0.01729
C1245456,51499251,0.01728
C1245507,51508095,0.01728
C1245518,51516940,0.01728
C1245529,51525785,0.01728
C1245540,51534629,0.01727
C1245551,51543474,0.01727
C1245602,51552319,0.01727
C1245613,51561164,0.01726
C1245624,51570008,0.01726
C1245635,51578853,0.01726
C1245646,51587698,0.01725
C1460413,59409141,0.01196
C1461430,57302541,0.01136
C1462321,58602428,0.32257
C1462323,58601370,0.32258
C1462325,58600311,0.32258
C1462327,58599252,0.32259
C1462329,58598194,0.3226
C1462331,58597135,0.3226
C1462333,58596076,0.32261
C1462335,58595018,0.32261
C1462337,58593959,0.32262
C1462339,58592900,0.32263
C1462341,58591842,0.32263
C1462343,58590783,0.32264
C1462345,58589724,0.32264
C1462347,58588666,0.32265
C1462349,58587607,0.32265
C1462351,58586548,0.32266
C1462353,58585490,0.32267
C1462355,58584431,0.32267
C1462357,58583372,0.32268
C1462416,59318643,0.01198
C1464108,58037636,0.32571
C1464110,58036577,0.32572
C1464112,58035519,0.32572
C1464114,58034460,0.32573
C1464330,58249516,0.00723
C1464337,57958770,0.32615
C1464339,57957711,0.32616
C1464341,57956653,0.32617
C1464343,57955594,0.32617
C1464606,57879906,0.3266
C1464608,57878847,0.32661
C1464610,57877789,0.32661
C1464612,57876730,0.32662
C1464835,57801043,0.32704
C1464837,57799985,0.32705
C1464839,57798926,0.32706
C1464841,57797867,0.32706
C1465104,57722182,0.32749
C1465106,57721123,0.3275
C1465108,57720064,0.3275
C1465110,57719006,0.32751
C1465333,57643321,0.32794
C1465335,57642262,0.32795
C1465337,57641204,0.32795
C1465339,57640145,0.32796
C1465602,57564460,0.32839
C1465604,57563402,0.3284
C1465606,57562343,0.3284
C1465608,57561285,0.32841
C1465831,57485599,0.32884
C1465833,57484541,0.32885
C1465835,57483482,0.32885
C1465837,57482424,0.32886
C1466100,57406738,0.32929
C1466102,57405679,0.3293
C1466104,57404621,0.3293
C1466106,57403562,0.32931
C1466329,57327875,0.32974
C1466331,57326817,0.32975
C1466333,57325758,0.32976
C1466335,57324700,0.32976
C1466558,57249011,0.3302
C1466600,57247953,0.3302
C1466602,57246894,0.33021
C1466604,57245836,0.33022
C1466827,57170146,0.33065
C1466829,57169087,0.33066
C1466831,57168029,0.33067
C1466833,57166970,0.33067
C1467056,57091279,0.33111
C1467058,57090220,0.33112
C1467100,57089161,0.33112
C1467102,57088103,0.33113
C1467325,57012410,0.33157
C1467327,57011351,0.33158
C1467329,57010292,0.33158
C1467331,57009234,0.33159
C1467552,56934587,0.33202
C1467554,56933529,0.33203
C1467556,56932470,0.33203
C1467558,56931411,0.33204
C1467821,56855716,0.33248
C1467823,56854657,0.33249
C1467825,56853599,0.3325
C1467827,56852540,0.3325
C1468050,56776844,0.33294
C1468052,56775786,0.33295
C1468054,56774727,0.33296
C1468056,56773668,0.33296
C1468319,56697972,0.33341
C1468321,56696914,0.33341
C1468323,56695855,0.33342
C1468325,56694796,0.33343
C1468548,56619100,0.33387
C1468552,56616983,0.33388
C1468554,56615924,0.33389
C1468817,56540229,0.33434
C1468819,56539171,0.33434
C1468821,56538112,0.33435
C1468823,56537053,0.33436
C1469046,56461359,0.33481
C1469048,56460300,0.33481
C1469050,56459241,0.33482
C1469052,56458183,0.33482
C1469315,56382489,0.33527
C1469317,56381430,0.33528
C1469319,56380372,0.33529
C1469321,56379313,0.33529
C1469544,56303621,0.33574
C1469546,56302562,0.33575
C1469548,56301503,0.33576
C1469550,56300445,0.33576
C1469813,56224753,0.33621
C1469815,56223694,0.33622
C1469817,56222636,0.33623
C1469819,56221577,0.33623
C1470042,56145886,0.33669
C1470044,56144827,0.33669
C1470046,56143769,0.3367
C1470048,56142710,0.33671
C1470311,56067019,0.33716
C1470313,56065960,0.33717
C1470315,56064902,0.33717
C1470317,56063843,0.33718
C1470540,55988152,0.33763
C1470542,55987093,0.33764
C1470544,55986035,0.33765
C1470546,55984976,0.33765
C1470809,55909284,0.33811
C1470811,55908226,0.33812
C1470813,55907167,0.33812
C1470815,55906109,0.33813
C1471028,55694176,0.01276
C1471038,55830416,0.33859
C1471040,55829357,0.3386
C1471042,55828298,0.3386
C1471044,55827240,0.33861
C1471307,55751545,0.33907
C1471309,55750486,0.33907
C1471311,55749428,0.33908
C1471313,55748369,0.33909
C1471534,55673731,0.33954
C1471536,55672672,0.33955
C1471538,55671614,0.33955
C1471540,55670555,0.33956
C1471803,55594856,0.34002
C1471805,55593797,0.34003
C1471807,55592738,0.34004
C1471809,55591679,0.34004
C1472032,55515977,0.34051
C1472034,55514919,0.34051
C1472036,55513860,0.34052
C1472038,55512801,0.34053
C1472301,55437096,0.34099
C1472303,55436037,0.341
C1472305,55434979,0.341
C1472307,55433920,0.34101
C1472530,55358212,0.34148
C1472532,55357153,0.34148
C1472534,55356094,0.34149
C1472536,55355035,0.3415
C1472759,55279325,0.34196
C1472801,55278266,0.34197
C1472803,55277207,0.34198
C1472805,55276148,0.34198
C1473028,55200435,0.34245
C1473030,55199376,0.34246
C1473032,55198318,0.34247
C1473034,55197259,0.34247
C1473257,55121544,0.34294
C1473259,55120485,0.34295
C1473301,55119426,0.34296
C1473303,55118367,0.34296
C1473526,55042651,0.34343
C1473528,55041592,0.34344
C1473530,55040533,0.34345
C1473532,55039474,0.34345
C1473755,54963757,0.34393
C1473757,54962698,0.34393
C1473759,54961639,0.34394
C1473801,54960580,0.34395
C1474024,54884862,0.34442
C1474026,54883803,0.34443
C1474028,54882744,0.34444
C1474030,54881685,0.34444
C1474253,54805968,0.34492
C1474255,54804909,0.34492
C1474257,54803850,0.34493
C1474259,54802791,0.34494
C1474515,55873831,0.01165
C1474522,54727073,0.34542
C1474524,54726014,0.34542
C1474526,54724955,0.34543
C1474528,54723896,0.34544
C1474751,54648180,0.34591
C1474753,54647121,0.34592
C1474755,54646062,0.34593
C1474757,54645003,0.34593
C1475020,54569286,0.34641
C1475022,54568227,0.34642
C1475024,54567168,0.34643
C1475026,54566109,0.34643
C1475242,54870921,0.00768
C1475249,54490393,0.34692
C1475251,54489334,0.34692
C1475253,54488275,0.34693
C1475255,54487216,0.34694
C1475516,54412560,0.34741
C1475518,54411501,0.34742
C1475520,54410442,0.34743
C1475522,54409383,0.34743
C1475745,54333667,0.34792
C1475747,54332608,0.34792
C1475749,54331549,0.34793
C1475751,54330490,0.34794
C1476014,54254774,0.34842
C1476016,54253715,0.34843
C1476018,54252656,0.34844
C1476020,54251597,0.34844
C1476243,54175880,0.34893
C1476245,54174821,0.34894
C1476247,54173762,0.34894
C1476249,54172703,0.34895
C1476505,53888940,0.00913
C1476512,54096985,0.34944
C1476514,54095926,0.34945
C1476516,54094867,0.34945
C1476518,54093808,0.34946
C1476741,54018087,0.34995
C1476743,54017028,0.34996
C1476745,54015969,0.34996
C1476747,54014910,0.34997
C1477010,53939188,0.35046
C1477012,53938129,0.35047
C1477014,53937070,0.35047
C1477016,53936011,0.35048
C1477239,53860286,0.35097
C1477241,53859227,0.35098
C1477243,53858168,0.35099
C1477245,53857109,0.35099
C1477508,53781382,0.35149
C1477510,53780322,0.3515
C1477512,53779263,0.3515
C1477514,53778204,0.35151
C1477737,53702474,0.35201
C1477739,53701415,0.35201
C1477741,53700356,0.35202
C1477743,53699297,0.35203
C1478006,53623565,0.35252
C1478008,53622506,0.35253
C1478010,53621446,0.35254
C1478012,53620387,0.35254
C1478235,53544653,0.35304
C1478237,53543594,0.35305
C1478239,53542534,0.35306
C1478241,53541475,0.35306
C1478456,52697256,0.01349
C1478504,53465739,0.35356
C1478506,53464680,0.35357
C1478508,53463621,0.35358
C1478510,53462561,0.35359
C1478733,53386824,0.35409
C1478735,53385764,0.35409
C1478737,53384705,0.3541
C1478739,53383646,0.35411
C1479002,53307908,0.35461
C1479004,53306848,0.35462
C1479006,53305789,0.35462
C1479008,53304730,0.35463
C1479231,53228991,0.35514
C1479233,53227931,0.35514
C1479235,53226872,0.35515
C1479237,53225813,0.35516
C1479458,53151133,0.35566
C1479500,53150074,0.35566
C1479502,53149015,0.35567
C1479504,53147955,0.35568
C1479727,53072217,0.35619
C1479729,53071157,0.35619
C1479731,53070098,0.3562
C1479733,53069039,0.35621
C1479956,52993300,0.35672
C1479958,52992241,0.35672
C1480000,52991182,0.35673
C1480002,52990122,0.35674
C1480225,52914384,0.35725
C1480227,52913325,0.35726
C1480229,52912266,0.35726
C1480231,52911207,0.35727
C1480454,52835469,0.35778
C1480456,52834410,0.35779
C1480458,52833351,0.3578
C1480500,52832291,0.3578
C1480723,52756554,0.35832
C1480725,52755495,0.35832
C1480727,52754435,0.35833
C1480729,52753376,0.35834
C1480952,52677638,0.35885
C1480954,52676579,0.35886
C1480956,52675520,0.35887
C1480958,52674461,0.35888
