fileid,volume,phase,craft,target,instrument,filter,note
C1473301,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473303,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473526,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473528,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473530,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473532,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473755,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473757,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473759,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1473801,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474024,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474026,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474028,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474030,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474253,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474255,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474257,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474259,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474515,VGISS_5101,Jupiter,Voyager1,Callisto,Narrow,CLEAR,OPTICAL NAVIGATION
C1474522,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474524,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474526,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474528,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474751,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474753,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474755,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1474757,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475020,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475022,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475024,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475026,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475242,VGISS_5101,Jupiter,Voyager1,Europa,Narrow,CLEAR,OPTICAL NAVIGATION
C1475249,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475251,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475253,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475255,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475516,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475518,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475520,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475522,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475745,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475747,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475749,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1475751,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476014,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476016,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476018,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476020,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476243,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476245,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476247,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476249,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476505,VGISS_5101,Jupiter,Voyager1,Io,Narrow,CLEAR,OPTICAL NAVIGATION
C1476512,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476514,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476516,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476518,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476741,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476743,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476745,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1476747,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477010,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477012,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477014,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477016,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477239,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477241,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477243,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477245,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477508,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477510,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477512,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477514,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477737,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477739,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477741,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1477743,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478006,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478008,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478010,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478012,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478235,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478237,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478239,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478241,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478456,VGISS_5101,Jupiter,Voyager1,Ganymede,Narrow,CLEAR,OPTICAL NAVIGATION
C1478504,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478506,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478508,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478510,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478733,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478735,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478737,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1478739,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479002,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479004,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479006,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479008,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479231,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479233,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479235,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479237,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479458,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479500,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479502,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479504,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479727,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479729,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479731,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479733,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479956,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1479958,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480000,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480002,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480225,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480227,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480229,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480231,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480454,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480456,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480458,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480500,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480723,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480725,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480727,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480729,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480952,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480954,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480956,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1480958,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481221,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481223,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481225,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481227,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481450,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481452,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481454,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481456,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481719,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481721,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481723,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481725,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481948,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481950,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481952,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1481954,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482217,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482219,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482221,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482223,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482446,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482448,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482450,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482452,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482715,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482717,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482719,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482721,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482944,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482946,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482948,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1482950,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483213,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483215,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483217,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483219,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483440,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA; TIME UPDATED BY PDS RINGS
C1483442,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483444,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,GREEN,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483446,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,ORANGE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483709,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,UV,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
C1483711,VGISS_5101,Jupiter,Voyager1,Jupiter,Narrow,BLUE,ROUTINE MULTISPECTRAL LONGITUDE COVERAGE; 1 OF 4 NA
