compositeId,imageId,volume,filter

# Uranus
C1075857,C1075857,8204,Clear
C1075904,C1075904,8204,Clear
C1075911,C1075911,8204,Clear
C1075918,C1075918,8204,Clear
C1075925,C1075925,8204,Clear
C1075932,C1075932,8204,Clear
C1075939,C1075939,8204,Clear
C1075946,C1075946,8204,Clear
C1075953,C1075953,8204,Clear
C1076000,C1076000,8204,Clear
C1076000,C1076007,8204,Uv
C1076014,C1076014,8204,Clear
C1076021,C1076021,8204,Clear
C1076028,C1076028,8204,Clear
C1076035,C1076035,8204,Clear
C1076042,C1076042,8204,Clear
C1076049,C1076049,8204,Clear
C1076056,C1076056,8204,Clear
C1076103,C1076103,8204,Clear
C1076125,C1076125,8204,Clear
C1076142,C1076142,8204,Clear
C1076151,C1076151,8204,Clear
C1076206,C1076206,8204,Clear
C1076206,C1076212,8204,Violet
C1076206,C1076218,8204,Green
C1076206,C1076225,8204,Orange
C1076206,C1076232,8204,Uv
C1076250,C1076250,8204,Ch4_U
C1076250,C1076256,8204,Orange
C1076301,C1076301,8204,Clear
C1076308,C1076308,8204,Ch4_Js
C1076314,C1076314,8204,Clear
C1076321,C1076321,8204,Ch4_Js
C1076327,C1076327,8204,Clear
C1076332,C1076332,8204,Ch4_Js
C1076338,C1076338,8204,Clear
C1076338,C1076345,8204,Violet
C1076338,C1076352,8204,Blue
C1076338,C1076359,8204,Orange
C1076338,C1076406,8204,Green
C1076338,C1076413,8204,Uv
C1076420,C1076420,8204,Clear
C1076420,C1076427,8204,Violet
C1076420,C1076434,8204,Blue
C1076420,C1076441,8204,Orange
C1076420,C1076448,8204,Green
C1076420,C1076455,8204,Uv
C1076502,C1076502,8204,Clear
C1076502,C1076509,8204,Violet
C1076502,C1076516,8204,Blue
C1076502,C1076523,8204,Orange
C1076502,C1076530,8204,Green
C1076502,C1076537,8204,Uv
C1076544,C1076544,8204,Clear
C1076544,C1076551,8204,Violet
C1076544,C1076558,8204,Green
C1076606,C1076606,8204,Clear
C1076613,C1076613,8204,Clear
C1076618,C1076618,8204,Ch4_Js
C1076634,C1076634,8204,Clear
C1076634,C1076640,8204,Violet
C1076634,C1076646,8204,Green
C1076634,C1076653,8204,Orange
C1076634,C1076700,8204,Uv
C1076848,C1076848,8204,Ch4_U
C1076848,C1076854,8204,Orange
C1076859,C1076859,8204,Clear
C1076906,C1076906,8204,Ch4_Js
C1076912,C1076912,8204,Clear
C1076918,C1076918,8204,Clear
C1076923,C1076923,8204,Ch4_Js
C1076928,C1076928,8204,Blue
C1076928,C1076934,8204,Clear
C1076928,C1076940,8204,Violet
C1076928,C1076946,8204,Green
C1076928,C1076953,8204,Orange
C1076928,C1077000,8204,Uv
C1077009,C1077009,8204,Clear
C1077016,C1077016,8204,Clear
C1077103,C1077103,8204,Clear
C1077103,C1077109,8204,Violet
C1077103,C1077115,8204,Orange
C1077103,C1077122,8204,Uv
C1077130,C1077130,8204,Ch4_Js
C1077531,C1077531,8204,Clear
C1077531,C1077537,8204,Violet
C1077531,C1077543,8204,Orange
C1077531,C1077550,8204,Uv
C1077558,C1077558,8204,Ch4_Js
C1077617,C1077617,8204,Clear
C1077959,C1077959,8204,Clear
C1078018,C1078018,8204,Uv
C1078026,C1078026,8204,Ch4_Js
C1078046,C1078046,8204,Clear
C1078427,C1078427,8204,Clear
C1078427,C1078433,8204,Violet
C1078427,C1078439,8204,Orange
C1078427,C1078446,8204,Uv
C1078454,C1078454,8204,Ch4_Js
C1078528,C1078528,8204,Clear
C1078533,C1078533,8204,Clear
C1078539,C1078539,8204,Clear
C1078544,C1078544,8204,Clear
C1078549,C1078549,8204,Clear
C1078554,C1078554,8204,Clear
C1078601,C1078601,8204,Uv
C1078608,C1078608,8204,Uv
C1078615,C1078615,8204,Uv
C1078622,C1078622,8204,Uv
C1078629,C1078629,8204,Ch4_Js
C1078636,C1078636,8204,Ch4_Js
C1078643,C1078643,8204,Ch4_Js
C1078650,C1078650,8204,Ch4_Js
C1078659,C1078659,8204,Clear
C1078704,C1078704,8204,Clear
C1078712,C1078712,8204,Uv
C1078721,C1078721,8204,Ch4_Js
C1078731,C1078731,8204,Ch4_Js
C1078738,C1078738,8204,Uv
C1078743,C1078743,8204,Ch4_Js
C1078838,C1078838,8204,Blue
C1078838,C1078844,8204,Clear
C1078838,C1078850,8204,Violet
C1078838,C1078856,8204,Green
C1078838,C1078903,8204,Orange
C1078838,C1078910,8204,Uv
C1078916,C1078916,8204,Blue
C1078916,C1078922,8204,Clear
C1078916,C1078928,8204,Violet
C1078916,C1078934,8204,Green
C1078916,C1078941,8204,Orange
C1078916,C1078948,8204,Uv
C1078955,C1078955,8204,Blue
C1078955,C1079001,8204,Clear
C1078955,C1079007,8204,Violet
C1078955,C1079013,8204,Green
C1078955,C1079020,8204,Orange
C1078955,C1079027,8204,Uv
C1079033,C1079033,8204,Blue
C1079033,C1079039,8204,Clear
C1079033,C1079045,8204,Violet
C1079033,C1079051,8204,Green
C1079033,C1079058,8204,Orange
C1079033,C1079105,8204,Uv
C1079113,C1079113,8204,Ch4_U
C1079113,C1079119,8204,Orange
C1079124,C1079124,8204,Clear
C1079131,C1079131,8204,Ch4_Js
C1079137,C1079137,8204,Clear
C1079143,C1079143,8204,Clear
C1079148,C1079148,8204,Ch4_Js
C1079153,C1079153,8204,Blue
C1079153,C1079159,8204,Clear
C1079153,C1079205,8204,Violet
C1079153,C1079211,8204,Green
C1079153,C1079218,8204,Orange
C1079153,C1079225,8204,Uv
C1079237,C1079237,8204,Clear
C1079243,C1079243,8204,Clear
C1079248,C1079248,8204,Ch4_Js
C1079255,C1079255,8204,Clear
C1079301,C1079301,8204,Clear
C1079306,C1079306,8204,Ch4_Js
C1079322,C1079322,8204,Clear
C1079322,C1079328,8204,Violet
C1079322,C1079334,8204,Green
C1079322,C1079341,8204,Orange
C1079322,C1079348,8204,Uv
C1079406,C1079406,8204,Ch4_U
C1079406,C1079412,8204,Orange
C1079417,C1079417,8204,Clear
C1079424,C1079424,8204,Ch4_Js
C1079430,C1079430,8204,Clear
C1079437,C1079437,8204,Ch4_Js
C1079443,C1079443,8204,Clear
C1079448,C1079448,8204,Ch4_Js
C1079454,C1079454,8204,Clear
C1079454,C1079501,8204,Violet
C1079454,C1079508,8204,Blue
C1079454,C1079515,8204,Orange
C1079454,C1079522,8204,Green
C1079454,C1079529,8204,Uv
C1079536,C1079536,8204,Clear
C1079536,C1079543,8204,Violet
C1079536,C1079550,8204,Blue
C1079536,C1079557,8204,Orange
C1079536,C1079604,8204,Green
C1079536,C1079611,8204,Uv
C1079618,C1079618,8204,Clear
C1079618,C1079625,8204,Violet
C1079618,C1079632,8204,Blue
C1079618,C1079639,8204,Orange
C1079618,C1079646,8204,Green
C1079618,C1079653,8204,Uv
C1079700,C1079700,8204,Clear
C1079700,C1079707,8204,Violet
C1079700,C1079714,8204,Green
C1079722,C1079722,8204,Clear
C1079729,C1079729,8204,Clear
C1079734,C1079734,8204,Ch4_Js
C1079750,C1079750,8204,Clear
C1079750,C1079756,8204,Violet
C1079750,C1079802,8204,Green
C1079750,C1079809,8204,Orange
C1079750,C1079816,8204,Uv
C1082620,C1082620,8205,Clear
C1082625,C1082625,8205,Clear
C1082635,C1082635,8205,Clear
C1082641,C1082641,8205,Clear
C1082715,C1082715,8205,Clear
C1082721,C1082721,8205,Clear
C1082818,C1082818,8205,Clear
C1082823,C1082823,8205,Orange
C1082828,C1082828,8205,Green
C1082828,C1082835,8205,Orange
C1082840,C1082840,8205,Ch4_U
C1082845,C1082845,8205,Uv
C1082852,C1082852,8205,Ch4_Js
C1082857,C1082857,8205,Violet
C1082905,C1082905,8205,Ch4_Js
C1082910,C1082910,8205,Uv
C1082910,C1082916,8205,Blue
C1082910,C1082922,8205,Orange
C1083245,C1083245,8205,Sodium
C1083359,C1083359,8205,Clear
C1083409,C1083409,8205,Orange
C1083421,C1083421,8205,Orange
C1083431,C1083431,8205,Ch4_Js
C1083443,C1083443,8205,Uv
C1083453,C1083453,8205,Ch4_U
C1083817,C1083817,8205,Clear
C1083827,C1083827,8205,Orange
C1083839,C1083839,8205,Orange
C1083849,C1083849,8205,Ch4_Js
C1083901,C1083901,8205,Uv
C1083911,C1083911,8205,Ch4_U
C1083943,C1083943,8205,Clear
C1083955,C1083955,8205,Clear
C1083957,C1083957,8205,Clear
C1083959,C1083959,8205,Clear
C1084001,C1084001,8205,Clear
C1084003,C1084003,8205,Clear
C1084005,C1084005,8205,Clear
C1084007,C1084007,8205,Clear
C1084009,C1084009,8205,Clear
C1084011,C1084011,8205,Clear
C1084013,C1084013,8205,Clear
C1084015,C1084015,8205,Clear
C1084020,C1084020,8205,Clear
C1084030,C1084030,8205,Ch4_U
C1084040,C1084040,8205,Clear
C1084050,C1084050,8205,Ch4_U
C1084309,C1084309,8205,Clear
C1084319,C1084319,8205,Orange
C1084331,C1084331,8205,Orange
C1084341,C1084341,8205,Ch4_Js
C1084353,C1084353,8205,Uv
C1084403,C1084403,8205,Ch4_U
C1084426,C1084426,8205,Clear
C1084432,C1084432,8205,Clear
C1084438,C1084438,8205,Clear
C1084444,C1084444,8205,Clear
C1084450,C1084450,8205,Clear
C1084456,C1084456,8205,Clear
C1084502,C1084502,8205,Clear
C1084508,C1084508,8205,Clear
C1084514,C1084514,8205,Clear
C1084520,C1084520,8205,Clear
C1084526,C1084526,8205,Clear
C1084532,C1084532,8205,Clear
C1084538,C1084538,8205,Clear
C1084544,C1084544,8205,Clear
C1084550,C1084550,8205,Clear
C1084556,C1084556,8205,Clear
C1084602,C1084602,8205,Clear
C1084608,C1084608,8205,Clear
C1084614,C1084614,8205,Clear
C1084620,C1084620,8205,Clear
C1084626,C1084626,8205,Clear
C1084632,C1084632,8205,Clear
C1084638,C1084638,8205,Clear
C1084644,C1084644,8205,Clear
C1084650,C1084650,8205,Clear
C1084656,C1084656,8205,Clear
C1084702,C1084702,8205,Clear
C1084708,C1084708,8205,Clear
C1084714,C1084714,8205,Clear
C1084720,C1084720,8205,Clear
C1084726,C1084726,8205,Clear
C1084732,C1084732,8205,Clear
C1084738,C1084738,8205,Clear
C1084744,C1084744,8205,Clear
C1084750,C1084750,8205,Clear
C1084756,C1084756,8205,Clear
C1084805,C1084805,8205,Clear
C1084814,C1084814,8205,Clear
C1084824,C1084824,8205,Clear
C1084833,C1084833,8205,Clear
C1084849,C1084849,8205,Clear
C1084854,C1084854,8205,Orange
C1084859,C1084859,8205,Green
C1084859,C1084906,8205,Orange
C1084911,C1084911,8205,Ch4_U
C1084916,C1084916,8205,Uv
C1084923,C1084923,8205,Ch4_Js
C1084928,C1084928,8205,Violet
C1084936,C1084936,8205,Ch4_Js
C1084941,C1084941,8205,Uv
C1084941,C1084947,8205,Blue
C1084941,C1084953,8205,Orange
C1085440,C1085440,8205,Clear
C1085446,C1085446,8205,Clear
C1085452,C1085452,8205,Clear
C1085458,C1085458,8205,Clear
C1085504,C1085504,8205,Clear
C1085510,C1085510,8205,Clear
C1085604,C1085604,8205,Clear
C1085609,C1085609,8205,Orange
C1085614,C1085614,8205,Green
C1085614,C1085621,8205,Orange
C1085626,C1085626,8205,Ch4_U
C1085631,C1085631,8205,Uv
C1085638,C1085638,8205,Ch4_Js
C1085643,C1085643,8205,Violet
C1085651,C1085651,8205,Ch4_Js
C1085656,C1085656,8205,Uv
C1085656,C1085702,8205,Blue
C1085656,C1085708,8205,Orange
C1085723,C1085723,8205,Clear
C1085739,C1085739,8205,Clear
C1085746,C1085746,8205,Clear
C1085753,C1085753,8205,Clear
C1085800,C1085800,8205,Clear
C1085809,C1085809,8205,Clear
C1085825,C1085825,8205,Clear
C1085952,C1085952,8205,Clear
C1086002,C1086002,8205,Orange
C1086014,C1086014,8205,Orange
C1086024,C1086024,8205,Ch4_Js
C1086036,C1086036,8205,Uv
C1086046,C1086046,8205,Ch4_U
C1086347,C1086347,8205,Clear
C1086358,C1086358,8205,Clear
C1086408,C1086408,8205,Orange
C1086420,C1086420,8205,Orange
C1086430,C1086430,8205,Ch4_Js
C1086442,C1086442,8205,Uv
C1086452,C1086452,8205,Ch4_U
C1087045,C1087045,8205,Sodium
C1087200,C1087200,8205,Clear
C1087213,C1087213,8205,Clear
C1087215,C1087215,8205,Clear
C1087217,C1087217,8205,Clear
C1087219,C1087219,8205,Clear
C1087221,C1087221,8205,Clear
C1087223,C1087223,8205,Clear
C1087225,C1087225,8205,Clear
C1087227,C1087227,8205,Clear
C1087229,C1087229,8205,Clear
C1087231,C1087231,8205,Clear
C1087233,C1087233,8205,Clear
C1087353,C1087353,8205,Clear
C1087358,C1087358,8205,Orange
C1087403,C1087403,8205,Green
C1087403,C1087410,8205,Orange
C1087415,C1087415,8205,Ch4_U
C1087420,C1087420,8205,Uv
C1087427,C1087427,8205,Ch4_Js
C1087432,C1087432,8205,Violet
C1087440,C1087440,8205,Ch4_Js
C1087445,C1087445,8205,Uv
C1087445,C1087451,8205,Blue
C1087445,C1087457,8205,Orange
C1087520,C1087520,8205,Clear
C1087520,C1087526,8205,Violet
C1087520,C1087532,8205,Blue
C1087520,C1087538,8205,Orange
C1087544,C1087544,8205,Clear
C1087544,C1087550,8205,Green
C1087556,C1087556,8205,Green
C1087602,C1087602,8205,Uv
C1087608,C1087608,8205,Clear
C1087608,C1087614,8205,Violet
C1087608,C1087620,8205,Blue
C1087608,C1087626,8205,Orange
C1087632,C1087632,8205,Clear
C1087632,C1087638,8205,Green
C1087644,C1087644,8205,Green
C1087650,C1087650,8205,Orange
C1087655,C1087655,8205,Uv
C1087702,C1087702,8205,Ch4_Js
C1087707,C1087707,8205,Uv
C1087712,C1087712,8205,Ch4_U
C1087719,C1087719,8205,Ch4_U
C1087728,C1087728,8205,Ch4_Js
C1087734,C1087734,8205,Clear
C1087734,C1087740,8205,Violet
C1087734,C1087746,8205,Blue
C1087734,C1087752,8205,Orange
C1087758,C1087758,8205,Clear
C1087758,C1087804,8205,Green
C1087810,C1087810,8205,Green
C1087816,C1087816,8205,Uv
C1087822,C1087822,8205,Clear
C1087822,C1087828,8205,Violet
C1087822,C1087834,8205,Blue
C1087822,C1087840,8205,Orange
C1087846,C1087846,8205,Clear
C1088006,C1088006,8205,Clear
C1088006,C1088012,8205,Violet
C1088006,C1088018,8205,Blue
C1088006,C1088024,8205,Orange
C1088030,C1088030,8205,Clear
C1088030,C1088036,8205,Green
C1088042,C1088042,8205,Green
C1088048,C1088048,8205,Uv
C1088054,C1088054,8205,Clear
C1088054,C1088100,8205,Violet
C1088054,C1088106,8205,Blue
C1088054,C1088112,8205,Orange
C1088118,C1088118,8205,Clear
C1088118,C1088124,8205,Green
C1088130,C1088130,8205,Green
C1088136,C1088136,8205,Orange
C1088141,C1088141,8205,Uv
C1088148,C1088148,8205,Ch4_Js
C1088153,C1088153,8205,Uv
C1088158,C1088158,8205,Ch4_U
C1088205,C1088205,8205,Ch4_U
C1088214,C1088214,8205,Ch4_Js
C1088219,C1088219,8205,Clear
C1088219,C1088225,8205,Violet
C1088219,C1088231,8205,Blue
C1088219,C1088237,8205,Orange
C1088243,C1088243,8205,Clear
C1088243,C1088249,8205,Green
C1088255,C1088255,8205,Green
C1088301,C1088301,8205,Uv
C1088307,C1088307,8205,Clear
C1088307,C1088313,8205,Violet
C1088307,C1088319,8205,Blue
C1088307,C1088325,8205,Orange
C1088331,C1088331,8205,Clear
C1088331,C1088337,8205,Green
C1088343,C1088343,8205,Green
C1088349,C1088349,8205,Orange
C1088354,C1088354,8205,Uv
C1088401,C1088401,8205,Ch4_Js
C1088406,C1088406,8205,Uv
C1088411,C1088411,8205,Ch4_U
C1088418,C1088418,8205,Ch4_U
C1088427,C1088427,8205,Ch4_Js
C1088432,C1088432,8205,Clear
C1088432,C1088438,8205,Violet
C1088432,C1088444,8205,Blue
C1088432,C1088450,8205,Orange
C1088456,C1088456,8205,Clear
C1088456,C1088502,8205,Green
C1088508,C1088508,8205,Green
C1088514,C1088514,8205,Uv
C1088520,C1088520,8205,Clear
C1088520,C1088526,8205,Violet
C1088520,C1088532,8205,Blue
C1088520,C1088538,8205,Orange
C1088544,C1088544,8205,Clear
C1088544,C1088550,8205,Green
C1088556,C1088556,8205,Green
C1088602,C1088602,8205,Orange
C1088607,C1088607,8205,Uv
C1088614,C1088614,8205,Ch4_Js
C1088619,C1088619,8205,Uv
C1088624,C1088624,8205,Ch4_U
C1088631,C1088631,8205,Ch4_U
C1088640,C1088640,8205,Ch4_Js
C1088646,C1088646,8205,Clear
C1088646,C1088652,8205,Violet
C1088646,C1088658,8205,Blue
C1088646,C1088704,8205,Orange
C1088710,C1088710,8205,Clear
C1088710,C1088716,8205,Green
C1088722,C1088722,8205,Green
C1088728,C1088728,8205,Uv
C1088734,C1088734,8205,Clear
C1088734,C1088740,8205,Violet
C1088734,C1088746,8205,Blue
C1088734,C1088752,8205,Orange
C1088758,C1088758,8205,Clear
C1088758,C1088804,8205,Green
C1088810,C1088810,8205,Green
C1088816,C1088816,8205,Orange
C1088823,C1088823,8205,Uv
C1088830,C1088830,8205,Uv
C1088852,C1088852,8205,Clear
C1088903,C1088903,8205,Violet
C1088914,C1088914,8205,Blue
C1088925,C1088925,8205,Orange
C1088936,C1088936,8205,Clear
C1088947,C1088947,8205,Green
C1088958,C1088958,8205,Green
C1089009,C1089009,8205,Uv
C1089020,C1089020,8205,Clear
C1089031,C1089031,8205,Violet
C1089042,C1089042,8205,Blue
C1089053,C1089053,8205,Orange
C1089104,C1089104,8205,Clear
C1089115,C1089115,8205,Green
C1089126,C1089126,8205,Green
C1089137,C1089137,8205,Orange
C1089149,C1089149,8205,Ch4_U
C1089201,C1089201,8205,Ch4_Js
C1089316,C1089316,8205,Clear
C1089336,C1089336,8205,Clear
C1089338,C1089338,8205,Clear
C1089340,C1089340,8205,Clear
C1089342,C1089342,8205,Clear
C1089344,C1089344,8205,Clear
C1089346,C1089346,8205,Clear
C1089348,C1089348,8205,Clear
C1089350,C1089350,8205,Clear
C1089352,C1089352,8205,Clear
C1089354,C1089354,8205,Clear
C1089356,C1089356,8205,Clear
C1089401,C1089401,8205,Blue
C1089401,C1089403,8205,Clear
C1089401,C1089405,8205,Violet
C1089401,C1089407,8205,Green
C1089426,C1089426,8205,Orange
C1089426,C1089429,8205,Uv
C1089955,C1089955,8205,Sodium
C1090237,C1090237,8205,Clear
C1090243,C1090243,8205,Clear
C1090249,C1090249,8205,Clear
C1090255,C1090255,8205,Clear
C1090312,C1090312,8205,Clear
C1090328,C1090328,8205,Clear
C1090335,C1090335,8205,Clear
C1090342,C1090342,8205,Clear
C1090349,C1090349,8205,Clear
C1090358,C1090358,8205,Clear
C1090414,C1090414,8205,Clear
C1090427,C1090427,8205,Clear
C1090432,C1090432,8205,Orange
C1090437,C1090437,8205,Green
C1090437,C1090444,8205,Orange
C1090449,C1090449,8205,Ch4_U
C1090454,C1090454,8205,Uv
C1090501,C1090501,8205,Ch4_Js
C1090506,C1090506,8205,Violet
C1090514,C1090514,8205,Ch4_Js
C1090519,C1090519,8205,Uv
C1090519,C1090525,8205,Blue
C1090519,C1090531,8205,Orange
C1090550,C1090550,8205,Clear
C1090556,C1090556,8205,Clear
C1090602,C1090602,8205,Clear
C1090608,C1090608,8205,Clear
C1090614,C1090614,8205,Clear
C1090620,C1090620,8205,Clear
C1090626,C1090626,8205,Clear
C1090632,C1090632,8205,Clear
C1090638,C1090638,8205,Clear
C1090644,C1090644,8205,Clear
C1090650,C1090650,8205,Clear
C1090656,C1090656,8205,Clear
C1090702,C1090702,8205,Clear
C1090708,C1090708,8205,Clear
C1090714,C1090714,8205,Clear
C1090720,C1090720,8205,Clear
C1090726,C1090726,8205,Clear
C1090732,C1090732,8205,Clear
C1090738,C1090738,8205,Clear
C1090744,C1090744,8205,Clear
C1090750,C1090750,8205,Clear
C1090756,C1090756,8205,Clear
C1090802,C1090802,8205,Clear
C1090808,C1090808,8205,Clear
C1090814,C1090814,8205,Clear
C1090820,C1090820,8205,Clear
C1090826,C1090826,8205,Clear
C1090832,C1090832,8205,Clear
C1090838,C1090838,8205,Clear
C1090917,C1090917,8205,Clear
C1090922,C1090922,8205,Orange
C1090927,C1090927,8205,Green
C1090927,C1090934,8205,Orange
C1090939,C1090939,8205,Ch4_U
C1090944,C1090944,8205,Uv
C1090951,C1090951,8205,Ch4_Js
C1090956,C1090956,8205,Violet
C1091004,C1091004,8205,Ch4_Js
C1091009,C1091009,8205,Uv
C1091009,C1091015,8205,Blue
C1091009,C1091021,8205,Orange
C1091033,C1091033,8205,Clear
C1091039,C1091039,8205,Clear
C1091101,C1091101,8205,Clear
C1091117,C1091117,8205,Clear
C1091124,C1091124,8205,Clear
C1091131,C1091131,8205,Clear
C1091138,C1091138,8205,Clear
C1091147,C1091147,8205,Clear
C1091203,C1091203,8205,Clear
C1091305,C1091305,8205,Clear
C1091310,C1091310,8205,Orange
C1091315,C1091315,8205,Green
C1091315,C1091322,8205,Orange
C1091327,C1091327,8205,Ch4_U
C1091332,C1091332,8205,Uv
C1091339,C1091339,8205,Ch4_Js
C1091344,C1091344,8205,Violet
C1091352,C1091352,8205,Ch4_Js
C1091357,C1091357,8205,Uv
C1091357,C1091403,8205,Blue
C1091357,C1091409,8205,Orange
C1091425,C1091425,8205,Clear
C1091430,C1091430,8205,Orange
C1091435,C1091435,8205,Green
C1091435,C1091442,8205,Orange
C1091447,C1091447,8205,Ch4_U
C1091452,C1091452,8205,Uv
C1091459,C1091459,8205,Ch4_Js
C1091504,C1091504,8205,Violet
C1091512,C1091512,8205,Ch4_Js
C1091517,C1091517,8205,Uv
C1091517,C1091523,8205,Blue
C1091517,C1091529,8205,Orange
C1091621,C1091621,8205,Clear
C1091627,C1091627,8205,Clear
C1091641,C1091641,8205,Clear
C1091657,C1091657,8205,Clear
C1091704,C1091704,8205,Clear
C1091711,C1091711,8205,Clear
C1091718,C1091718,8205,Clear
C1091727,C1091727,8205,Clear
C1091743,C1091743,8205,Clear
C1091750,C1091750,8205,Clear
C1091756,C1091756,8205,Clear
C1091815,C1091815,8205,Clear
C1091820,C1091820,8205,Orange
C1091825,C1091825,8205,Green
C1091825,C1091832,8205,Orange
C1091837,C1091837,8205,Ch4_U
C1091842,C1091842,8205,Uv
C1091849,C1091849,8205,Ch4_Js
C1091854,C1091854,8205,Violet
C1091902,C1091902,8205,Ch4_Js
C1091907,C1091907,8205,Uv
C1091907,C1091913,8205,Blue
C1091907,C1091919,8205,Orange
C1092235,C1092235,8205,Clear
C1092235,C1092239,8205,Green
C1092235,C1092242,8205,Orange
C1092235,C1092247,8205,Uv
C1092235,C1092254,8205,Violet
C1092235,C1092259,8205,Blue
C1092236,C1092236,8205,Orange
C1092236,C1092240,8205,Ch4_U
C1092236,C1092245,8205,Ch4_Js
C1092253,C1092253,8205,Ch4_Js
C1092258,C1092258,8205,Ch4_Js
C1092302,C1092302,8205,Orange
C1092302,C1092305,8205,Uv
C1092552,C1092552,8205,Uv
C1092605,C1092605,8205,Uv
C1092626,C1092626,8205,Uv
C1092642,C1092642,8205,Sodium
C1092654,C1092654,8205,Uv
C1092707,C1092707,8205,Clear
C1092717,C1092717,8205,Orange
C1092729,C1092729,8205,Orange
C1092739,C1092739,8205,Ch4_Js
C1092751,C1092751,8205,Uv
C1092801,C1092801,8205,Ch4_U
C1093251,C1093251,8205,Clear
C1093256,C1093256,8205,Orange
C1093301,C1093301,8205,Green
C1093301,C1093308,8205,Orange
C1093313,C1093313,8205,Ch4_U
C1093318,C1093318,8205,Uv
C1093325,C1093325,8205,Ch4_Js
C1093330,C1093330,8205,Violet
C1093338,C1093338,8205,Ch4_Js
C1093343,C1093343,8205,Uv
C1093343,C1093349,8205,Blue
C1093343,C1093355,8205,Orange
C1093406,C1093406,8205,Clear
C1093412,C1093412,8205,Clear
C1093437,C1093437,8205,Clear
C1093443,C1093443,8205,Clear
C1093508,C1093508,8205,Clear
C1093514,C1093514,8205,Clear
C1093538,C1093538,8205,Clear
C1093544,C1093544,8205,Clear
C1093622,C1093622,8205,Clear
C1093628,C1093628,8205,Clear
C1093637,C1093637,8205,Clear
C1093642,C1093642,8205,Orange
C1093647,C1093647,8205,Green
C1093647,C1093654,8205,Orange
C1093659,C1093659,8205,Ch4_U
C1093704,C1093704,8205,Uv
C1093711,C1093711,8205,Ch4_Js
C1093716,C1093716,8205,Violet
C1093724,C1093724,8205,Ch4_Js
C1093729,C1093729,8205,Uv
C1093729,C1093735,8205,Blue
C1093729,C1093741,8205,Orange
C1093818,C1093818,8205,Uv
C1093824,C1093824,8205,Uv
C1093829,C1093829,8205,Ch4_Js
C1093859,C1093859,8205,Clear
C1093906,C1093906,8205,Uv
C1094033,C1094033,8205,Clear
C1094039,C1094039,8205,Clear
C1094046,C1094046,8205,Clear
C1094051,C1094051,8205,Orange
C1094056,C1094056,8205,Green
C1094056,C1094103,8205,Orange
C1094108,C1094108,8205,Ch4_U
C1094113,C1094113,8205,Uv
C1094120,C1094120,8205,Ch4_Js
C1094125,C1094125,8205,Violet
C1094133,C1094133,8205,Ch4_Js
C1094138,C1094138,8205,Uv
C1094138,C1094144,8205,Blue
C1094138,C1094150,8205,Orange
C1094211,C1094211,8205,Clear
C1094227,C1094227,8205,Clear
C1094234,C1094234,8205,Clear
C1094241,C1094241,8205,Clear
C1094248,C1094248,8205,Clear
C1094257,C1094257,8205,Clear
C1094313,C1094313,8205,Clear
C1094319,C1094319,8205,Uv
C1094331,C1094331,8205,Clear
C1094347,C1094347,8205,Clear
C1094354,C1094354,8205,Clear
C1094401,C1094401,8205,Clear
C1094408,C1094408,8205,Clear
C1094417,C1094417,8205,Clear
C1094433,C1094433,8205,Clear
C1094443,C1094443,8205,Clear
C1094448,C1094448,8205,Orange
C1094453,C1094453,8205,Green
C1094453,C1094500,8205,Orange
C1094505,C1094505,8205,Ch4_U
C1094510,C1094510,8205,Uv
C1094517,C1094517,8205,Ch4_Js
C1094522,C1094522,8205,Violet
C1094530,C1094530,8205,Ch4_Js
C1094535,C1094535,8205,Uv
C1094535,C1094541,8205,Blue
C1094535,C1094547,8205,Orange
C1094601,C1094601,8205,Clear
C1094617,C1094617,8205,Clear
C1094624,C1094624,8205,Clear
C1094631,C1094631,8205,Clear
C1094638,C1094638,8205,Clear
C1094647,C1094647,8205,Clear
C1094703,C1094703,8205,Clear
C1094713,C1094713,8205,Clear
C1094718,C1094718,8205,Orange
C1094723,C1094723,8205,Green
C1094723,C1094730,8205,Orange
C1094735,C1094735,8205,Ch4_U
C1094740,C1094740,8205,Uv
C1094747,C1094747,8205,Ch4_Js
C1094752,C1094752,8205,Violet
C1094800,C1094800,8205,Ch4_Js
C1094805,C1094805,8205,Uv
C1094805,C1094811,8205,Blue
C1094805,C1094817,8205,Orange
C1094840,C1094840,8205,Clear
C1094845,C1094845,8205,Orange
C1094850,C1094850,8205,Green
C1094850,C1094857,8205,Orange
C1094902,C1094902,8205,Ch4_U
C1094907,C1094907,8205,Uv
C1094914,C1094914,8205,Ch4_Js
C1094919,C1094919,8205,Violet
C1094927,C1094927,8205,Ch4_Js
C1094932,C1094932,8205,Uv
C1094932,C1094938,8205,Blue
C1094932,C1094944,8205,Orange
C1096133,C1096133,8205,Sodium
C1096301,C1096301,8205,Clear
C1096306,C1096306,8205,Orange
C1096311,C1096311,8205,Green
C1096311,C1096318,8205,Orange
C1096323,C1096323,8205,Ch4_U
C1096328,C1096328,8205,Uv
C1096335,C1096335,8205,Ch4_Js
C1096340,C1096340,8205,Violet
C1096348,C1096348,8205,Ch4_Js
C1096353,C1096353,8205,Uv
C1096353,C1096359,8205,Blue
C1096353,C1096405,8205,Orange
C1096416,C1096416,8205,Clear
C1096422,C1096422,8205,Clear
C1096428,C1096428,8205,Clear
C1096434,C1096434,8205,Clear
