compositeId,imageId,volume,filter

# Uranus
C1998417,C1998421,5206,Ch4_Js
C1998419,C1998419,5206,Green
C1998419,C1998423,5206,Uv
C1998419,C1998426,5206,Orange
C1998429,C1998429,5206,Green
C1998429,C1998432,5206,Uv
C1998429,C1998435,5206,Orange
C1998624,C1998624,5206,Clear
C1998639,C1998639,5206,Green
C1998639,C1998641,5206,Violet
C1998639,C1998643,5206,Orange
C1998645,C1998645,5206,Green
C1998645,C1998647,5206,Violet
C1998645,C1998649,5206,Orange
C1998650,C1998650,5206,Orange
C1998650,C1998652,5206,Ch4_Js
C1998651,C1998651,5206,Green
C1998651,C1998653,5206,Violet
C1998651,C1998655,5206,Orange
C1998657,C1998657,5206,Green
C1998657,C1998659,5206,Violet
C1998657,C1998701,5206,Orange
C1998908,C1998908,5206,Green
C1998908,C1998910,5206,Violet
C1998908,C1998912,5206,Orange
C1998914,C1998914,5206,Green
C1998914,C1998916,5206,Violet
C1998914,C1998918,5206,Orange
C1998919,C1998919,5206,Orange
C1998919,C1998921,5206,Ch4_Js
C1998920,C1998920,5206,Green
C1998920,C1998922,5206,Violet
C1998920,C1998924,5206,Orange
C1998926,C1998926,5206,Green
C1998926,C1998928,5206,Violet
C1998926,C1998930,5206,Orange
C1999137,C1999137,5206,Green
C1999137,C1999139,5206,Violet
C1999137,C1999141,5206,Orange
C1999143,C1999143,5206,Green
C1999143,C1999145,5206,Violet
C1999143,C1999147,5206,Orange
C1999148,C1999148,5206,Orange
C1999148,C1999150,5206,Ch4_Js
C1999149,C1999149,5206,Green
C1999149,C1999151,5206,Violet
C1999149,C1999153,5206,Orange
C1999155,C1999155,5206,Green
C1999155,C1999157,5206,Violet
C1999155,C1999159,5206,Orange
C1999223,C1999223,5206,Clear
C1999406,C1999406,5206,Green
C1999406,C1999408,5206,Violet
C1999406,C1999410,5206,Orange
C1999412,C1999412,5206,Green
C1999412,C1999414,5206,Violet
C1999412,C1999416,5206,Orange
C1999417,C1999417,5206,Orange
C1999417,C1999419,5206,Ch4_Js
C1999418,C1999418,5206,Green
C1999418,C1999420,5206,Violet
C1999418,C1999422,5206,Orange
C1999424,C1999424,5206,Green
C1999424,C1999426,5206,Violet
C1999424,C1999428,5206,Orange
C1999635,C1999635,5206,Green
C1999635,C1999637,5206,Violet
C1999635,C1999639,5206,Orange
C1999641,C1999641,5206,Green
C1999641,C1999643,5206,Violet
C1999641,C1999645,5206,Orange
C1999646,C1999646,5206,Orange
C1999646,C1999648,5206,Ch4_Js
C1999647,C1999647,5206,Green
C1999647,C1999649,5206,Violet
C1999647,C1999651,5206,Orange
C1999653,C1999653,5206,Green
C1999653,C1999655,5206,Violet
C1999653,C1999657,5206,Orange
C1999904,C1999904,5206,Green
C1999904,C1999906,5206,Violet
C1999904,C1999908,5206,Orange
C1999910,C1999910,5206,Green
C1999910,C1999912,5206,Violet
C1999910,C1999914,5206,Orange
C1999915,C1999915,5206,Orange
C1999915,C1999917,5206,Ch4_Js
C1999916,C1999916,5206,Green
C1999916,C1999918,5206,Violet
C1999916,C1999920,5206,Orange
C1999922,C1999922,5206,Green
C1999922,C1999924,5206,Violet
C1999922,C1999926,5206,Orange
C2000133,C2000133,5207,Green
C2000133,C2000135,5207,Violet
C2000133,C2000137,5207,Orange
C2000139,C2000139,5207,Green
C2000139,C2000141,5207,Violet
C2000139,C2000143,5207,Orange
C2000144,C2000144,5207,Orange
C2000144,C2000146,5207,Ch4_Js
C2000145,C2000145,5207,Green
C2000145,C2000147,5207,Violet
C2000145,C2000149,5207,Orange
C2000151,C2000151,5207,Green
C2000151,C2000153,5207,Violet
C2000151,C2000155,5207,Orange
C2000206,C2000206,5207,Clear
C2000208,C2000208,5207,Clear
C2000210,C2000210,5207,Clear
C2000212,C2000212,5207,Clear
C2000214,C2000214,5207,Clear
C2000216,C2000216,5207,Clear
C2000218,C2000218,5207,Clear
C2000220,C2000220,5207,Clear
C2000222,C2000222,5207,Clear
C2000224,C2000224,5207,Clear
C2000226,C2000226,5207,Clear
C2000228,C2000228,5207,Clear
C2000230,C2000230,5207,Clear
C2000232,C2000232,5207,Clear
C2000234,C2000234,5207,Clear
C2000236,C2000236,5207,Clear
C2000238,C2000238,5207,Clear
C2000240,C2000240,5207,Clear
C2000242,C2000242,5207,Clear
C2000244,C2000244,5207,Clear
C2000246,C2000246,5207,Clear
C2000248,C2000248,5207,Clear
C2000250,C2000250,5207,Clear
C2000252,C2000252,5207,Clear
C2000254,C2000254,5207,Clear
C2000256,C2000256,5207,Clear
C2000258,C2000258,5207,Clear
C2000300,C2000300,5207,Clear
C2000302,C2000302,5207,Clear
C2000304,C2000304,5207,Clear
C2000306,C2000306,5207,Clear
C2000308,C2000308,5207,Clear
C2000402,C2000402,5207,Green
C2000402,C2000404,5207,Violet
C2000402,C2000406,5207,Orange
C2000408,C2000408,5207,Green
C2000408,C2000410,5207,Violet
C2000408,C2000412,5207,Orange
C2000413,C2000413,5207,Orange
C2000413,C2000415,5207,Ch4_Js
C2000414,C2000414,5207,Green
C2000414,C2000416,5207,Violet
C2000414,C2000418,5207,Orange
C2000420,C2000420,5207,Green
C2000420,C2000422,5207,Violet
C2000420,C2000424,5207,Orange
C2000622,C2000622,5207,Green
C2000622,C2000625,5207,Uv
C2000622,C2000628,5207,Orange
C2000631,C2000631,5207,Green
C2000631,C2000634,5207,Uv
C2000631,C2000637,5207,Orange
C2000639,C2000639,5207,Orange
C2000639,C2000643,5207,Ch4_Js
C2000641,C2000641,5207,Green
C2000641,C2000645,5207,Uv
C2000641,C2000648,5207,Orange
C2000651,C2000651,5207,Green
C2000651,C2000654,5207,Uv
C2000651,C2000657,5207,Orange
C2000851,C2000851,5207,Green
C2000851,C2000854,5207,Uv
C2000851,C2000857,5207,Orange
C2000900,C2000900,5207,Green
C2000900,C2000903,5207,Uv
C2000900,C2000906,5207,Orange
C2000908,C2000908,5207,Orange
C2000908,C2000912,5207,Ch4_Js
C2000910,C2000910,5207,Green
C2000910,C2000914,5207,Uv
C2000910,C2000917,5207,Orange
C2000920,C2000920,5207,Green
C2000920,C2000923,5207,Uv
C2000920,C2000926,5207,Orange
C2001120,C2001120,5207,Green
C2001120,C2001123,5207,Uv
C2001120,C2001126,5207,Orange
C2001129,C2001129,5207,Green
C2001129,C2001132,5207,Uv
C2001129,C2001135,5207,Orange
C2001137,C2001137,5207,Orange
C2001137,C2001141,5207,Ch4_Js
C2001139,C2001139,5207,Green
C2001139,C2001143,5207,Uv
C2001139,C2001146,5207,Orange
C2001149,C2001149,5207,Green
C2001149,C2001152,5207,Uv
C2001149,C2001155,5207,Orange
C2001208,C2001208,5207,Clear
C2001349,C2001349,5207,Green
C2001349,C2001352,5207,Uv
C2001349,C2001355,5207,Orange
C2001358,C2001358,5207,Green
C2001358,C2001401,5207,Uv
C2001358,C2001404,5207,Orange
C2001406,C2001406,5207,Orange
C2001406,C2001410,5207,Ch4_Js
C2001408,C2001408,5207,Green
C2001408,C2001412,5207,Uv
C2001408,C2001415,5207,Orange
C2001418,C2001418,5207,Green
C2001418,C2001421,5207,Uv
C2001418,C2001424,5207,Orange
C2001626,C2001626,5207,Green
C2001626,C2001628,5207,Violet
C2001626,C2001630,5207,Orange
C2001632,C2001632,5207,Green
C2001632,C2001634,5207,Violet
C2001632,C2001636,5207,Orange
C2001637,C2001637,5207,Orange
C2001637,C2001639,5207,Ch4_Js
C2001638,C2001638,5207,Green
C2001638,C2001640,5207,Violet
C2001638,C2001642,5207,Orange
C2001644,C2001644,5207,Green
C2001644,C2001646,5207,Violet
C2001644,C2001648,5207,Orange
C2001855,C2001855,5207,Green
C2001855,C2001857,5207,Violet
C2001855,C2001859,5207,Orange
C2001901,C2001901,5207,Green
C2001901,C2001903,5207,Violet
C2001901,C2001905,5207,Orange
C2001906,C2001906,5207,Orange
C2001906,C2001908,5207,Ch4_Js
C2001907,C2001907,5207,Green
C2001907,C2001909,5207,Violet
C2001907,C2001911,5207,Orange
C2001913,C2001913,5207,Green
C2001913,C2001915,5207,Violet
C2001913,C2001917,5207,Orange
C2002124,C2002124,5207,Green
C2002124,C2002126,5207,Violet
C2002124,C2002128,5207,Orange
C2002130,C2002130,5207,Green
C2002130,C2002132,5207,Violet
C2002130,C2002134,5207,Orange
C2002135,C2002135,5207,Orange
C2002135,C2002137,5207,Ch4_Js
C2002136,C2002136,5207,Green
C2002136,C2002138,5207,Violet
C2002136,C2002140,5207,Orange
C2002142,C2002142,5207,Green
C2002142,C2002144,5207,Violet
C2002142,C2002146,5207,Orange
C2002353,C2002353,5207,Green
C2002353,C2002355,5207,Violet
C2002353,C2002357,5207,Orange
C2002359,C2002359,5207,Green
C2002359,C2002401,5207,Violet
C2002359,C2002403,5207,Orange
C2002404,C2002404,5207,Orange
C2002404,C2002406,5207,Ch4_Js
C2002405,C2002405,5207,Green
C2002405,C2002407,5207,Violet
C2002405,C2002409,5207,Orange
C2002411,C2002411,5207,Green
C2002411,C2002413,5207,Violet
C2002411,C2002415,5207,Orange
C2002543,C2002543,5207,Clear
C2002622,C2002622,5207,Green
C2002622,C2002624,5207,Violet
C2002622,C2002626,5207,Orange
C2002628,C2002628,5207,Green
C2002628,C2002630,5207,Violet
C2002628,C2002632,5207,Orange
C2002633,C2002633,5207,Orange
C2002633,C2002635,5207,Ch4_Js
C2002634,C2002634,5207,Green
C2002634,C2002636,5207,Violet
C2002634,C2002638,5207,Orange
C2002640,C2002640,5207,Green
C2002640,C2002642,5207,Violet
C2002640,C2002644,5207,Orange
C2002851,C2002851,5207,Green
C2002851,C2002853,5207,Violet
C2002851,C2002855,5207,Orange
C2002857,C2002857,5207,Green
C2002857,C2002859,5207,Violet
C2002857,C2002901,5207,Orange
C2002902,C2002902,5207,Orange
C2002902,C2002904,5207,Ch4_Js
C2002903,C2002903,5207,Green
C2002903,C2002905,5207,Violet
C2002903,C2002907,5207,Orange
C2002909,C2002909,5207,Green
C2002909,C2002911,5207,Violet
C2002909,C2002913,5207,Orange
C2003120,C2003120,5207,Green
C2003120,C2003122,5207,Violet
C2003120,C2003124,5207,Orange
C2003126,C2003126,5207,Green
C2003126,C2003128,5207,Violet
C2003126,C2003130,5207,Orange
C2003131,C2003131,5207,Orange
C2003131,C2003133,5207,Ch4_Js
C2003132,C2003132,5207,Green
C2003132,C2003134,5207,Violet
C2003132,C2003136,5207,Orange
C2003138,C2003138,5207,Green
C2003138,C2003140,5207,Violet
C2003138,C2003142,5207,Orange
C2003349,C2003349,5207,Green
C2003349,C2003351,5207,Violet
C2003349,C2003353,5207,Orange
C2003355,C2003355,5207,Green
C2003355,C2003357,5207,Violet
C2003355,C2003359,5207,Orange
C2003400,C2003400,5207,Orange
C2003400,C2003402,5207,Ch4_Js
C2003401,C2003401,5207,Green
C2003401,C2003403,5207,Violet
C2003401,C2003405,5207,Orange
C2003407,C2003407,5207,Green
C2003407,C2003409,5207,Violet
C2003407,C2003411,5207,Orange
C2003609,C2003609,5207,Green
C2003609,C2003612,5207,Uv
C2003609,C2003615,5207,Orange
C2003618,C2003618,5207,Green
C2003618,C2003621,5207,Uv
C2003618,C2003624,5207,Orange
C2003626,C2003626,5207,Orange
C2003626,C2003630,5207,Ch4_Js
C2003628,C2003628,5207,Green
C2003628,C2003632,5207,Uv
C2003628,C2003635,5207,Orange
C2003638,C2003638,5207,Green
C2003638,C2003641,5207,Uv
C2003638,C2003644,5207,Orange
C2003838,C2003838,5207,Green
C2003838,C2003841,5207,Uv
C2003838,C2003844,5207,Orange
C2003847,C2003847,5207,Green
C2003847,C2003850,5207,Uv
C2003847,C2003853,5207,Orange
C2003855,C2003855,5207,Orange
C2003855,C2003859,5207,Ch4_Js
C2003857,C2003857,5207,Green
C2003857,C2003901,5207,Uv
C2003857,C2003904,5207,Orange
C2003907,C2003907,5207,Green
C2003907,C2003910,5207,Uv
C2003907,C2003913,5207,Orange
C2004107,C2004107,5207,Green
C2004107,C2004110,5207,Uv
C2004107,C2004113,5207,Orange
C2004116,C2004116,5207,Green
C2004116,C2004119,5207,Uv
C2004116,C2004122,5207,Orange
C2004124,C2004124,5207,Orange
C2004124,C2004128,5207,Ch4_Js
C2004126,C2004126,5207,Green
C2004126,C2004130,5207,Uv
C2004126,C2004133,5207,Orange
C2004136,C2004136,5207,Green
C2004136,C2004139,5207,Uv
C2004136,C2004142,5207,Orange
C2004223,C2004223,5207,Clear
C2004336,C2004336,5207,Green
C2004336,C2004339,5207,Uv
C2004336,C2004342,5207,Orange
C2004345,C2004345,5207,Green
C2004345,C2004348,5207,Uv
C2004345,C2004351,5207,Orange
C2004353,C2004353,5207,Orange
C2004353,C2004357,5207,Ch4_Js
C2004355,C2004355,5207,Green
C2004355,C2004359,5207,Uv
C2004355,C2004402,5207,Orange
C2004405,C2004405,5207,Green
C2004405,C2004408,5207,Uv
C2004405,C2004411,5207,Orange
C2004556,C2004556,5207,Clear
C2004612,C2004612,5207,Green
C2004612,C2004614,5207,Violet
C2004612,C2004616,5207,Orange
C2004618,C2004618,5207,Green
C2004618,C2004620,5207,Violet
C2004618,C2004622,5207,Orange
C2004623,C2004623,5207,Orange
C2004623,C2004625,5207,Ch4_Js
C2004624,C2004624,5207,Green
C2004624,C2004626,5207,Violet
C2004624,C2004628,5207,Orange
C2004630,C2004630,5207,Green
C2004630,C2004632,5207,Violet
C2004630,C2004634,5207,Orange
C2004841,C2004841,5207,Green
C2004841,C2004843,5207,Violet
C2004841,C2004845,5207,Orange
C2004847,C2004847,5207,Green
C2004847,C2004849,5207,Violet
C2004847,C2004851,5207,Orange
C2004852,C2004852,5207,Orange
C2004852,C2004854,5207,Ch4_Js
C2004853,C2004853,5207,Green
C2004853,C2004855,5207,Violet
C2004853,C2004857,5207,Orange
C2004859,C2004859,5207,Green
C2004859,C2004901,5207,Violet
C2004859,C2004903,5207,Orange
C2005110,C2005110,5207,Green
C2005110,C2005112,5207,Violet
C2005110,C2005114,5207,Orange
C2005116,C2005116,5207,Green
C2005116,C2005118,5207,Violet
C2005116,C2005120,5207,Orange
C2005121,C2005121,5207,Orange
C2005121,C2005123,5207,Ch4_Js
C2005122,C2005122,5207,Green
C2005122,C2005124,5207,Violet
C2005122,C2005126,5207,Orange
C2005128,C2005128,5207,Green
C2005128,C2005130,5207,Violet
C2005128,C2005132,5207,Orange
C2005339,C2005339,5207,Green
C2005339,C2005341,5207,Violet
C2005339,C2005343,5207,Orange
C2005345,C2005345,5207,Green
C2005345,C2005347,5207,Violet
C2005345,C2005349,5207,Orange
C2005350,C2005350,5207,Orange
C2005350,C2005352,5207,Ch4_Js
C2005351,C2005351,5207,Green
C2005351,C2005353,5207,Violet
C2005351,C2005355,5207,Orange
C2005357,C2005357,5207,Green
C2005357,C2005359,5207,Violet
C2005357,C2005401,5207,Orange
C2005608,C2005608,5207,Green
C2005608,C2005610,5207,Violet
C2005608,C2005612,5207,Orange
C2005614,C2005614,5207,Green
C2005614,C2005616,5207,Violet
C2005614,C2005618,5207,Orange
C2005619,C2005619,5207,Orange
C2005619,C2005621,5207,Ch4_Js
C2005620,C2005620,5207,Green
C2005620,C2005622,5207,Violet
C2005620,C2005624,5207,Orange
C2005626,C2005626,5207,Green
C2005626,C2005628,5207,Violet
C2005626,C2005630,5207,Orange
C2005837,C2005837,5207,Green
C2005837,C2005839,5207,Violet
C2005837,C2005841,5207,Orange
C2005843,C2005843,5207,Green
C2005843,C2005845,5207,Violet
C2005843,C2005847,5207,Orange
C2005848,C2005848,5207,Orange
C2005848,C2005850,5207,Ch4_Js
C2005849,C2005849,5207,Green
C2005849,C2005851,5207,Violet
C2005849,C2005853,5207,Orange
C2005855,C2005855,5207,Green
C2005855,C2005857,5207,Violet
C2005855,C2005859,5207,Orange
C2005910,C2005910,5207,Clear
C2006106,C2006106,5207,Green
C2006106,C2006108,5207,Violet
C2006106,C2006110,5207,Orange
C2006112,C2006112,5207,Green
C2006112,C2006114,5207,Violet
C2006112,C2006116,5207,Orange
C2006117,C2006117,5207,Orange
C2006117,C2006119,5207,Ch4_Js
C2006118,C2006118,5207,Green
C2006118,C2006120,5207,Violet
C2006118,C2006122,5207,Orange
C2006124,C2006124,5207,Green
C2006124,C2006126,5207,Violet
C2006124,C2006128,5207,Orange
C2006335,C2006335,5207,Green
C2006335,C2006337,5207,Violet
C2006335,C2006339,5207,Orange
C2006341,C2006341,5207,Green
C2006341,C2006343,5207,Violet
C2006341,C2006345,5207,Orange
C2006346,C2006346,5207,Orange
C2006346,C2006348,5207,Ch4_Js
C2006347,C2006347,5207,Green
C2006347,C2006349,5207,Violet
C2006347,C2006351,5207,Orange
C2006353,C2006353,5207,Green
C2006353,C2006355,5207,Violet
C2006353,C2006357,5207,Orange
C2006555,C2006555,5207,Green
C2006555,C2006558,5207,Uv
C2006555,C2006601,5207,Orange
C2006604,C2006604,5207,Green
C2006604,C2006607,5207,Uv
C2006604,C2006610,5207,Orange
C2006612,C2006612,5207,Orange
C2006612,C2006616,5207,Ch4_Js
C2006614,C2006614,5207,Green
C2006614,C2006618,5207,Uv
C2006614,C2006621,5207,Orange
C2006624,C2006624,5207,Green
C2006624,C2006627,5207,Uv
C2006624,C2006630,5207,Orange
C2006824,C2006824,5207,Green
C2006824,C2006827,5207,Uv
C2006824,C2006830,5207,Orange
C2006833,C2006833,5207,Green
C2006833,C2006836,5207,Uv
C2006833,C2006839,5207,Orange
C2006841,C2006841,5207,Orange
C2006841,C2006845,5207,Ch4_Js
C2006843,C2006843,5207,Green
C2006843,C2006847,5207,Uv
C2006843,C2006850,5207,Orange
C2006853,C2006853,5207,Green
C2006853,C2006856,5207,Uv
C2006853,C2006859,5207,Orange
C2007053,C2007053,5207,Green
C2007053,C2007056,5207,Uv
C2007053,C2007059,5207,Orange
C2007102,C2007102,5207,Green
C2007102,C2007105,5207,Uv
C2007102,C2007108,5207,Orange
C2007110,C2007110,5207,Orange
C2007110,C2007114,5207,Ch4_Js
C2007112,C2007112,5207,Green
C2007112,C2007116,5207,Uv
C2007112,C2007119,5207,Orange
C2007122,C2007122,5207,Green
C2007122,C2007125,5207,Uv
C2007122,C2007128,5207,Orange
C2007322,C2007322,5207,Green
C2007322,C2007325,5207,Uv
C2007322,C2007328,5207,Orange
C2007331,C2007331,5207,Green
C2007331,C2007334,5207,Uv
C2007331,C2007337,5207,Orange
C2007339,C2007339,5207,Orange
C2007339,C2007343,5207,Ch4_Js
C2007341,C2007341,5207,Green
C2007341,C2007345,5207,Uv
C2007341,C2007348,5207,Orange
C2007351,C2007351,5207,Green
C2007351,C2007354,5207,Uv
C2007351,C2007357,5207,Orange
C2007428,C2007428,5207,Clear
C2007559,C2007559,5207,Green
C2007559,C2007601,5207,Violet
C2007559,C2007603,5207,Orange
C2007605,C2007605,5207,Green
C2007605,C2007607,5207,Violet
C2007605,C2007609,5207,Orange
C2007610,C2007610,5207,Orange
C2007610,C2007612,5207,Ch4_Js
C2007611,C2007611,5207,Green
C2007611,C2007613,5207,Violet
C2007611,C2007615,5207,Orange
C2007617,C2007617,5207,Green
C2007617,C2007619,5207,Violet
C2007617,C2007621,5207,Orange
C2007706,C2007706,5207,Clear
C2007828,C2007828,5207,Green
C2007828,C2007830,5207,Violet
C2007828,C2007832,5207,Orange
C2007834,C2007834,5207,Green
C2007834,C2007836,5207,Violet
C2007834,C2007838,5207,Orange
C2007839,C2007839,5207,Orange
C2007839,C2007841,5207,Ch4_Js
C2007840,C2007840,5207,Green
C2007840,C2007842,5207,Violet
C2007840,C2007844,5207,Orange
C2007846,C2007846,5207,Green
C2007846,C2007848,5207,Violet
C2007846,C2007850,5207,Orange
C2008057,C2008057,5207,Green
C2008057,C2008059,5207,Violet
C2008057,C2008101,5207,Orange
C2008103,C2008103,5207,Green
C2008103,C2008105,5207,Violet
C2008103,C2008107,5207,Orange
C2008108,C2008108,5207,Orange
C2008108,C2008110,5207,Ch4_Js
C2008109,C2008109,5207,Green
C2008109,C2008111,5207,Violet
C2008109,C2008113,5207,Orange
C2008115,C2008115,5207,Green
C2008115,C2008117,5207,Violet
C2008115,C2008119,5207,Orange
C2008326,C2008326,5207,Green
C2008326,C2008328,5207,Violet
C2008326,C2008330,5207,Orange
C2008332,C2008332,5207,Green
C2008332,C2008334,5207,Violet
C2008332,C2008336,5207,Orange
C2008337,C2008337,5207,Orange
C2008337,C2008339,5207,Ch4_Js
C2008338,C2008338,5207,Green
C2008338,C2008340,5207,Violet
C2008338,C2008342,5207,Orange
C2008344,C2008344,5207,Green
C2008344,C2008346,5207,Violet
C2008344,C2008348,5207,Orange
C2008555,C2008555,5207,Green
C2008555,C2008557,5207,Violet
C2008555,C2008559,5207,Orange
C2008601,C2008601,5207,Green
C2008601,C2008603,5207,Violet
C2008601,C2008605,5207,Orange
C2008606,C2008606,5207,Orange
C2008606,C2008608,5207,Ch4_Js
C2008607,C2008607,5207,Green
C2008607,C2008609,5207,Violet
C2008607,C2008611,5207,Orange
C2008613,C2008613,5207,Green
C2008613,C2008615,5207,Violet
C2008613,C2008617,5207,Orange
C2008824,C2008824,5207,Green
C2008824,C2008826,5207,Violet
C2008824,C2008828,5207,Orange
C2008830,C2008830,5207,Green
C2008830,C2008832,5207,Violet
C2008830,C2008834,5207,Orange
C2008835,C2008835,5207,Orange
C2008835,C2008837,5207,Ch4_Js
C2008836,C2008836,5207,Green
C2008836,C2008838,5207,Violet
C2008836,C2008840,5207,Orange
C2008842,C2008842,5207,Green
C2008842,C2008844,5207,Violet
C2008842,C2008846,5207,Orange
C2008859,C2008859,5207,Clear
C2008916,C2008916,5207,Clear
C2009053,C2009053,5207,Green
C2009053,C2009055,5207,Violet
C2009053,C2009057,5207,Orange
C2009059,C2009059,5207,Green
C2009059,C2009101,5207,Violet
C2009059,C2009103,5207,Orange
C2009104,C2009104,5207,Orange
C2009104,C2009106,5207,Ch4_Js
C2009105,C2009105,5207,Green
C2009105,C2009107,5207,Violet
C2009105,C2009109,5207,Orange
C2009111,C2009111,5207,Green
C2009111,C2009113,5207,Violet
C2009111,C2009115,5207,Orange
C2009322,C2009322,5207,Green
C2009322,C2009324,5207,Violet
C2009322,C2009326,5207,Orange
C2009328,C2009328,5207,Green
C2009328,C2009330,5207,Violet
C2009328,C2009332,5207,Orange
C2009333,C2009333,5207,Orange
C2009333,C2009335,5207,Ch4_Js
C2009334,C2009334,5207,Green
C2009334,C2009336,5207,Violet
C2009334,C2009338,5207,Orange
C2009340,C2009340,5207,Green
C2009340,C2009342,5207,Violet
C2009340,C2009344,5207,Orange
C2009542,C2009542,5207,Green
C2009542,C2009545,5207,Uv
C2009542,C2009548,5207,Orange
C2009551,C2009551,5207,Green
C2009551,C2009554,5207,Uv
C2009551,C2009557,5207,Orange
C2009559,C2009559,5207,Orange
C2009559,C2009603,5207,Ch4_Js
C2009601,C2009601,5207,Green
C2009601,C2009605,5207,Uv
C2009601,C2009608,5207,Orange
C2009611,C2009611,5207,Green
C2009611,C2009614,5207,Uv
C2009611,C2009617,5207,Orange
C2009811,C2009811,5207,Green
C2009811,C2009814,5207,Uv
C2009811,C2009817,5207,Orange
C2009820,C2009820,5207,Green
C2009820,C2009823,5207,Uv
C2009820,C2009826,5207,Orange
C2009828,C2009828,5207,Orange
C2009828,C2009832,5207,Ch4_Js
C2009830,C2009830,5207,Green
C2009830,C2009834,5207,Uv
C2009830,C2009837,5207,Orange
C2009840,C2009840,5207,Green
C2009840,C2009843,5207,Uv
C2009840,C2009846,5207,Orange
C2010040,C2010040,5207,Green
C2010040,C2010043,5207,Uv
C2010040,C2010046,5207,Orange
C2010049,C2010049,5207,Green
C2010049,C2010052,5207,Uv
C2010049,C2010055,5207,Orange
C2010057,C2010057,5207,Orange
C2010057,C2010101,5207,Ch4_Js
C2010059,C2010059,5207,Green
C2010059,C2010103,5207,Uv
C2010059,C2010106,5207,Orange
C2010109,C2010109,5207,Green
C2010109,C2010112,5207,Uv
C2010109,C2010115,5207,Orange
C2010309,C2010309,5207,Green
C2010309,C2010312,5207,Uv
C2010309,C2010315,5207,Orange
C2010318,C2010318,5207,Green
C2010318,C2010321,5207,Uv
C2010318,C2010324,5207,Orange
C2010326,C2010326,5207,Orange
C2010326,C2010330,5207,Ch4_Js
C2010328,C2010328,5207,Green
C2010328,C2010332,5207,Uv
C2010328,C2010335,5207,Orange
C2010338,C2010338,5207,Green
C2010338,C2010341,5207,Uv
C2010338,C2010344,5207,Orange
C2010545,C2010545,5207,Green
C2010545,C2010547,5207,Violet
C2010545,C2010549,5207,Orange
C2010551,C2010551,5207,Green
C2010551,C2010553,5207,Violet
C2010551,C2010555,5207,Orange
C2010556,C2010556,5207,Orange
C2010556,C2010558,5207,Ch4_Js
C2010557,C2010557,5207,Green
C2010557,C2010559,5207,Violet
C2010557,C2010601,5207,Orange
C2010603,C2010603,5207,Green
C2010603,C2010605,5207,Violet
C2010603,C2010607,5207,Orange
C2010814,C2010814,5207,Green
C2010814,C2010816,5207,Violet
C2010814,C2010818,5207,Orange
C2010820,C2010820,5207,Green
C2010820,C2010822,5207,Violet
C2010820,C2010824,5207,Orange
C2010825,C2010825,5207,Orange
C2010825,C2010827,5207,Ch4_Js
C2010826,C2010826,5207,Green
C2010826,C2010828,5207,Violet
C2010826,C2010830,5207,Orange
C2010832,C2010832,5207,Green
C2010832,C2010834,5207,Violet
C2010832,C2010836,5207,Orange
C2011043,C2011043,5207,Green
C2011043,C2011045,5207,Violet
C2011043,C2011047,5207,Orange
C2011049,C2011049,5207,Green
C2011049,C2011051,5207,Violet
C2011049,C2011053,5207,Orange
C2011054,C2011054,5207,Orange
C2011054,C2011056,5207,Ch4_Js
C2011055,C2011055,5207,Green
C2011055,C2011057,5207,Violet
C2011055,C2011059,5207,Orange
C2011101,C2011101,5207,Green
C2011101,C2011103,5207,Violet
C2011101,C2011105,5207,Orange
C2011312,C2011312,5207,Green
C2011312,C2011314,5207,Violet
C2011312,C2011316,5207,Orange
C2011318,C2011318,5207,Green
C2011318,C2011320,5207,Violet
C2011318,C2011322,5207,Orange
C2011323,C2011323,5207,Orange
C2011323,C2011325,5207,Ch4_Js
C2011324,C2011324,5207,Green
C2011324,C2011326,5207,Violet
C2011324,C2011328,5207,Orange
C2011330,C2011330,5207,Green
C2011330,C2011332,5207,Violet
C2011330,C2011334,5207,Orange
C2011541,C2011541,5207,Green
C2011541,C2011543,5207,Violet
C2011541,C2011545,5207,Orange
C2011547,C2011547,5207,Green
C2011547,C2011549,5207,Violet
C2011547,C2011551,5207,Orange
C2011552,C2011552,5207,Orange
C2011552,C2011554,5207,Ch4_Js
C2011553,C2011553,5207,Green
C2011553,C2011555,5207,Violet
C2011553,C2011557,5207,Orange
C2011559,C2011559,5207,Green
C2011559,C2011601,5207,Violet
C2011559,C2011603,5207,Orange
C2011810,C2011810,5207,Green
C2011810,C2011812,5207,Violet
C2011810,C2011814,5207,Orange
C2011816,C2011816,5207,Green
C2011816,C2011818,5207,Violet
C2011816,C2011820,5207,Orange
C2011821,C2011821,5207,Orange
C2011821,C2011823,5207,Ch4_Js
C2011822,C2011822,5207,Green
C2011822,C2011824,5207,Violet
C2011822,C2011826,5207,Orange
C2011828,C2011828,5207,Green
C2011828,C2011830,5207,Violet
C2011828,C2011832,5207,Orange
C2012039,C2012039,5207,Green
C2012039,C2012041,5207,Violet
C2012039,C2012043,5207,Orange
C2012045,C2012045,5207,Green
C2012045,C2012047,5207,Violet
C2012045,C2012049,5207,Orange
C2012050,C2012050,5207,Orange
C2012050,C2012052,5207,Ch4_Js
C2012051,C2012051,5207,Green
C2012051,C2012053,5207,Violet
C2012051,C2012055,5207,Orange
C2012057,C2012057,5207,Green
C2012057,C2012059,5207,Violet
C2012057,C2012101,5207,Orange
C2012308,C2012308,5207,Green
C2012308,C2012310,5207,Violet
