C3447236,6108,0.417,0.15,0.047
C3447259,6108,0.378,0.524,0.017
C3447305,6108,0.462,0.522,0.017
C3447311,6108,0.574,0.54,0.017
C3447317,6108,0.364,0.542,0.017
C3447323,6108,0.438,0.57,0.017
C3448041,6108,0.378,0.682,0.017
C3448047,6108,0.462,0.648,0.017
C3448053,6108,0.37,0.602,0.017
C3448059,6108,0.532,0.6,0.017
C3448105,6108,0.369,0.541,0.012
C3449057,6108,0.52,0.568,0.017
C3449103,6108,0.438,0.466,0.017
C3449109,6108,0.45,0.536,0.017
C3449115,6108,0.506,0.61,0.017
C3449121,6108,0.407,0.646,0.017
C3449518,6108,0.374,0.6,0.017
C3449524,6108,0.508,0.606,0.017
C3449530,6108,0.47,0.57,0.017
C3449536,6108,0.338,0.5,0.017
C3449542,6108,0.336,0.065,0.009
C3450053,6109,0.388,0.674,0.018
C3450059,6109,0.232,0.578,0.018
C3450105,6109,0.46,0.598,0.018
C3450111,6109,0.238,0.52,0.017
C3450117,6109,0.489,0.558,0.011
C3450644,6109,0.188,0.243,0.18
C3450831,6109,0.639,0.592,0.009
C3450835,6109,0.78,0.598,0.011
C3450838,6109,0.64,0.756,0.085
C3450842,6109,0.524,0.971,0.02
C3450845,6109,0.622,0.833,0.087
C3450855,6109,0.258,0.6,0.018
C3450901,6109,0.346,0.564,0.018
C3450907,6109,0.436,0.536,0.018
C3450913,6109,0.322,0.456,0.018
C3450919,6109,0.779,0.239,0.005
C3451429,6109,0.216,0.704,0.005
C3451611,6109,0.306,0.524,0.018
C3451617,6109,0.522,0.542,0.018
C3451623,6109,0.476,0.472,0.018
C3451629,6109,0.396,0.526,0.018
C3451635,6109,0.164,0.033,0.01
C3452357,6109,0.348,0.538,0.018
C3452403,6109,0.446,0.544,0.018
C3452409,6109,0.512,0.512,0.018
C3452415,6109,0.592,0.492,0.018
C3452421,6109,0.392,0.453,0.02
C3452445,6109,0.638,0.822,0.018
C3452823,6109,0.321,0.121,0.08
C3452943,6109,0.646,0.118,0.05
C3453141,6109,0.602,0.63,0.018
C3453201,6109,0.518,0.686,0.018
C3453207,6109,0.416,0.61,0.018
C3453213,6109,0.442,0.606,0.018
C3453219,6109,0.368,0.566,0.018
C3453225,6109,0.298,0.527,0.025
C3453921,6109,0.482,0.458,0.019
C3453927,6109,0.408,0.48,0.019
C3453933,6109,0.308,0.514,0.019
C3453939,6109,0.268,0.582,0.019
C3453945,6109,0.362,0.634,0.019
C3454009,6109,0.442,0.564,0.019
C3454517,6109,0.543,0.278,0.272
C3454632,6109,0.233,0.978,0.005
C3454636,6109,0.489,0.971,0.012
C3454639,6109,0.286,0.296,0.072
C3454643,6109,0.29,0.975,0.01
C3454646,6109,0.327,0.277,0.098
C3454659,6109,0.402,0.644,0.019
C3454705,6109,0.272,0.55,0.019
C3454711,6109,0.492,0.622,0.019
C3454717,6109,0.374,0.544,0.019
C3454723,6109,0.417,0.578,0.009
C3454915,6109,0.212,0.35,0.263
C3455151,6109,0.46,0.262,0.019
C3455420,6109,0.37,0.494,0.019
C3455426,6109,0.364,0.472,0.019
C3455432,6109,0.44,0.656,0.019
C3455438,6109,0.314,0.54,0.019
C3455444,6109,0.444,0.526,0.017
C3455508,6109,0.42,0.837,0.071
C3455817,6109,0.36,0.272,0.019
C3456222,6109,0.362,0.91,0.009
C3456249,6109,0.366,0.608,0.019
C3456255,6109,0.278,0.568,0.019
C3456301,6109,0.316,0.049,0.006
C3456307,6109,0.284,0.636,0.019
C3456313,6109,0.338,0.673,0.013
C3456823,6109,0.208,0.158,0.021
C3457031,6109,0.544,0.52,0.021
C3457037,6109,0.43,0.508,0.02
C3457043,6109,0.498,0.58,0.02
C3457049,6109,0.45,0.592,0.02
C3457055,6109,0.384,0.625,0.008
C3457331,6109,0.711,0.846,0.01
C3457457,6109,0.156,0.226,0.02
C3457747,6109,0.372,0.524,0.02
C3457753,6109,0.464,0.556,0.021
C3457759,6109,0.526,0.556,0.02
C3457805,6109,0.518,0.52,0.02
C3457811,6109,0.37,0.414,0.02
C3458113,6109,0.338,0.436,0.369
C3458509,6109,0.307,0.486,0.216
C3458522,6109,0.32,0.624,0.021
C3458528,6109,0.438,0.62,0.021
C3458534,6109,0.354,0.474,0.021
C3458540,6109,0.532,0.5,0.02
C3458546,6109,0.292,0.468,0.021
C3458804,6109,0.629,0.538,0.01
C3459317,6109,0.679,0.649,0.005
C3459337,6109,0.36,0.432,0.021
C3459343,6109,0.456,0.496,0.022
C3459349,6109,0.382,0.56,0.021
C3459355,6109,0.352,0.626,0.02
C3459401,6109,0.162,0.596,0.022
C3459637,6109,0.101,0.796,0.095
C3460114,6110,0.352,0.42,0.022
C3460120,6110,0.406,0.514,0.022
C3460126,6110,0.442,0.62,0.021
C3460132,6110,0.338,0.632,0.021
C3460138,6110,0.384,0.636,0.022
C3460835,6110,0.34,0.402,0.022
C3460841,6110,0.446,0.444,0.022
C3460847,6110,0.302,0.444,0.022
C3460853,6110,0.43,0.572,0.021
C3460859,6110,0.288,0.594,0.022
C3461201,6110,0.025,0.727,0.061
C3461613,6110,0.352,0.57,0.022
C3461619,6110,0.294,0.562,0.022
C3461625,6110,0.414,0.6,0.022
C3461631,6110,0.296,0.564,0.022
C3461637,6110,0.428,0.632,0.022
C3462151,6110,0.24,0.498,0.022
C3462157,6110,0.314,0.442,0.023
C3462203,6110,0.362,0.452,0.022
C3462209,6110,0.412,0.564,0.022
C3462215,6110,0.434,0.674,0.022
C3462451,6110,0.191,0.728,0.191
C3462933,6110,0.292,0.456,0.023
C3462939,6110,0.344,0.466,0.023
C3462945,6110,0.504,0.494,0.023
C3462951,6110,0.344,0.45,0.022
C3462957,6110,0.548,0.502,0.023
C3463115,6110,0.71,0.972,0.01
C3463119,6110,0.297,0.975,0.009
C3463122,6110,0.204,0.193,0.124
C3463126,6110,0.154,0.981,0.01
C3463129,6110,0.241,0.266,0.121
C3463649,6110,0.412,0.502,0.023
C3463655,6110,0.378,0.612,0.024
C3463701,6110,0.302,0.652,0.023
C3463707,6110,0.37,0.648,0.023
C3463713,6110,0.428,0.65,0.024
C3463907,6110,0.423,0.843,0.009
C3464422,6110,0.476,0.634,0.024
C3464426,6110,0.422,0.634,0.024
C3464430,6110,0.298,0.638,0.024
C3464434,6110,0.438,0.664,0.024
C3464438,6110,0.444,0.68,0.022
C3464442,6110,0.404,0.68,0.023
C3464446,6110,0.338,0.69,0.023
C3464450,6110,0.376,0.716,0.023
C3465021,6110,0.7,0.893,0.009
C3465208,6110,0.27,0.552,0.024
C3465212,6110,0.446,0.506,0.024
C3465216,6110,0.376,0.47,0.024
C3465220,6110,0.254,0.474,0.024
C3465224,6110,0.376,0.546,0.024
C3465228,6110,0.428,0.612,0.024
C3465232,6110,0.384,0.684,0.024
C3465236,6110,0.34,0.724,0.024
C3465248,6110,0.175,0.676,0.009
C3465534,6110,0.341,0.544,0.009
C3465942,6110,0.308,0.572,0.025
C3465948,6110,0.526,0.538,0.025
C3465954,6110,0.338,0.574,0.024
C3466000,6110,0.534,0.568,0.024
C3466006,6110,0.352,0.616,0.025
C3466023,6110,0.054,0.35,0.038
C3466027,6110,0.441,0.507,0.009
C3466031,6110,0.066,0.378,0.041
C3466549,6110,0.217,0.526,0.006
C3466749,6110,0.478,0.512,0.025
C3466753,6110,0.42,0.546,0.026
C3466757,6110,0.34,0.586,0.026
C3466801,6110,0.514,0.564,0.025
C3466805,6110,0.474,0.588,0.025
C3466809,6110,0.374,0.632,0.025
C3466813,6110,0.53,0.626,0.025
C3466817,6110,0.51,0.662,0.025
C3467501,6110,0.376,0.556,0.026
C3467505,6110,0.368,0.618,0.026
C3467509,6110,0.388,0.662,0.026
C3467513,6110,0.416,0.706,0.026
C3467517,6110,0.438,0.734,0.025
C3467521,6110,0.432,0.732,0.025
C3467525,6110,0.522,0.702,0.025
C3467529,6110,0.584,0.05,0.005
C3468302,6110,0.438,0.684,0.027
C3468306,6110,0.48,0.66,0.027
C3468310,6110,0.57,0.57,0.027
C3468314,6110,0.422,0.394,0.027
C3468318,6110,0.392,0.48,0.027
C3468322,6110,0.332,0.6,0.026
C3468326,6110,0.458,0.638,0.025
C3468330,6110,0.465,0.684,0.004
C3468609,6110,0.076,0.562,0.009
C3468613,6110,0.246,0.582,0.009
C3468617,6110,0.218,0.621,0.009
C3468621,6110,0.694,0.893,0.084
C3468625,6110,0.589,0.889,0.075
C3468856,6110,0.337,0.524,0.012
C3469034,6110,0.985,0.923,0.013
C3469048,6110,0.264,0.596,0.027
C3469052,6110,0.362,0.544,0.028
C3469056,6110,0.444,0.514,0.028
C3469100,6110,0.336,0.576,0.027
C3469104,6110,0.34,0.564,0.027
C3469108,6110,0.484,0.48,0.027
C3469112,6110,0.43,0.506,0.027
C3469116,6110,0.348,0.592,0.028
C3469815,6110,0.296,0.554,0.028
C3469819,6110,0.314,0.51,0.028
C3469823,6110,0.274,0.56,0.028
C3469827,6110,0.456,0.546,0.028
C3469831,6110,0.48,0.636,0.028
C3469835,6110,0.46,0.74,0.028
C3469839,6110,0.552,0.62,0.028
C3469843,6110,0.48,0.604,0.029
C3470145,6111,0.863,0.571,0.168
C3470509,6111,0.454,0.64,0.029
C3470515,6111,0.522,0.638,0.029
C3470521,6111,0.49,0.598,0.029
C3470527,6111,0.378,0.54,0.029
C3470533,6111,0.434,0.596,0.029
C3470659,6111,0.142,0.765,0.013
C3470812,6111,0.986,0.934,0.011
C3471125,6111,0.382,0.596,0.03
C3471129,6111,0.492,0.596,0.03
C3471133,6111,0.55,0.638,0.03
C3471137,6111,0.42,0.762,0.029
C3471141,6111,0.488,0.706,0.03
C3471145,6111,0.59,0.616,0.029
C3471149,6111,0.482,0.706,0.029
C3471153,6111,0.498,0.694,0.029
C3471202,6111,0.392,0.677,0.013
C3471709,6111,0.408,0.482,0.009
C3471850,6111,0.986,0.941,0.006
C3471902,6111,0.396,0.49,0.031
C3471908,6111,0.308,0.604,0.031
C3471914,6111,0.466,0.518,0.031
C3471920,6111,0.384,0.67,0.031
C3471926,6111,0.588,0.546,0.032
C3472451,6111,0.304,0.524,0.031
C3472500,6111,0.303,0.975,0.01
C3472624,6111,0.4,0.49,0.031
C3472628,6111,0.3,0.678,0.032
C3472632,6111,0.4,0.674,0.032
C3472636,6111,0.51,0.664,0.032
C3472640,6111,0.488,0.71,0.03
C3472644,6111,0.47,0.692,0.031
C3472648,6111,0.508,0.622,0.032
C3472652,6111,0.4,0.706,0.03
C3472725,6111,0.461,0.689,0.061
C3472735,6111,0.986,0.937,0.007
C3472855,6111,0.632,0.828,0.032
C3473006,6111,0.521,0.972,0.027
C3473129,6111,0.192,0.542,0.033
C3473414,6111,0.512,0.59,0.033
C3473425,6111,0.45,0.564,0.033
C3473429,6111,0.466,0.63,0.033
C3473433,6111,0.47,0.694,0.034
C3473437,6111,0.458,0.706,0.033
C3473441,6111,0.53,0.594,0.034
C3473445,6111,0.458,0.646,0.032
C3473449,6111,0.37,0.722,0.033
C3473453,6111,0.482,0.568,0.032
C3474223,6111,0.492,0.588,0.035
C3474229,6111,0.548,0.612,0.036
C3474235,6111,0.518,0.596,0.034
C3474241,6111,0.452,0.65,0.034
C3474247,6111,0.488,0.57,0.036
C3474523,6111,0.272,0.614,0.011
C3474941,6111,0.54,0.588,0.036
C3474947,6111,0.458,0.574,0.036
C3474953,6111,0.368,0.592,0.036
C3474959,6111,0.41,0.632,0.036
C3475005,6111,0.468,0.706,0.037
C3475017,6111,0.354,0.724,0.012
C3475305,6111,0.474,0.542,0.037
C3475742,6111,0.496,0.578,0.037
C3475746,6111,0.414,0.73,0.039
C3475750,6111,0.5,0.678,0.038
C3475754,6111,0.558,0.622,0.037
C3475758,6111,0.488,0.698,0.038
C3475802,6111,0.524,0.656,0.038
C3475806,6111,0.436,0.778,0.038
C3475810,6111,0.526,0.67,0.039
C3476054,6111,0.38,0.788,0.039
C3476326,6111,0.334,0.394,0.011
C3476447,6111,0.376,0.668,0.04
C3476451,6111,0.422,0.628,0.04
C3476455,6111,0.458,0.604,0.039
C3476459,6111,0.468,0.636,0.039
C3476503,6111,0.468,0.654,0.041
C3476507,6111,0.464,0.666,0.04
C3476510,6111,0.986,0.839,0.056
C3476521,6111,0.39,0.666,0.039
C3476734,6111,0.218,0.782,0.175
C3477505,6111,0.351,0.207,0.016
C3477509,6111,0.419,0.165,0.177
C3477520,6111,0.362,0.935,0.066
C3477524,6111,0.945,0.694,0.167
C3477843,6111,0.442,0.592,0.044
C3478052,6111,0.39,0.694,0.044
C3478056,6111,0.502,0.62,0.046
C3478100,6111,0.404,0.76,0.043
C3478104,6111,0.484,0.576,0.044
C3478108,6111,0.39,0.672,0.044
C3478112,6111,0.46,0.522,0.044
C3478115,6111,0.986,0.838,0.056
C3478126,6111,0.55,0.644,0.045
C3478259,6111,0.59,0.25,0.012
C3478303,6111,0.056,0.989,0.006
C3478351,6111,0.462,0.455,0.011
C3478354,6111,0.986,0.838,0.057
C3478800,6111,0.472,0.556,0.013
C3478836,6111,0.474,0.542,0.009
C3479026,6111,0.446,0.598,0.048
C3479030,6111,0.404,0.552,0.048
C3479034,6111,0.394,0.474,0.047
C3479038,6111,0.316,0.536,0.048
C3479042,6111,0.29,0.634,0.049
C3479046,6111,0.436,0.542,0.048
C3479049,6111,0.986,0.839,0.056
C3479416,6111,0.262,0.646,0.049
C3479729,6111,0.594,0.788,0.053
C3480032,6112,0.55,0.35,0.014
C3480111,6112,0.922,0.932,0.004
C3480115,6112,0.955,0.828,0.004
C3480119,6112,0.237,0.841,0.038
C3480123,6112,0.369,0.337,0.069
C3480127,6112,0.476,0.57,0.05
C3480131,6112,0.812,0.484,0.047
C3480134,6112,0.624,0.625,0.042
C3480252,6112,0.162,0.36,0.009
C3481058,6112,0.274,0.66,0.058
C3481102,6112,0.356,0.546,0.057
C3481106,6112,0.33,0.6,0.054
C3481110,6112,0.392,0.51,0.059
C3481114,6112,0.412,0.54,0.055
C3481118,6112,0.398,0.624,0.055
C3481121,6112,0.986,0.839,0.056
C3481448,6112,0.983,0.935,0.011
C3481623,6112,0.303,0.599,0.011
C3481730,6112,0.985,0.925,0.015
C3481956,6112,0.662,0.13,0.012
C3482110,6112,0.366,0.622,0.016
C3482119,6112,0.272,0.648,0.064
C3482123,6112,0.394,0.462,0.065
C3482127,6112,0.318,0.612,0.064
C3482131,6112,0.426,0.508,0.066
C3482135,6112,0.384,0.666,0.062
C3482139,6112,0.45,0.61,0.066
C3482142,6112,0.986,0.839,0.056
C3482354,6112,0.234,0.654,0.066
C3482358,6112,0.286,0.6,0.069
C3482402,6112,0.354,0.552,0.067
C3482406,6112,0.43,0.5,0.067
C3482410,6112,0.452,0.578,0.065
C3482414,6112,0.528,0.578,0.069
C3482417,6112,0.986,0.839,0.056
C3482428,6112,0.54,0.796,0.013
C3482513,6112,0.424,0.574,0.017
C3482523,6112,0.186,0.764,0.068
C3482823,6112,0.548,0.583,0.009
C3482833,6112,0.376,0.696,0.072
C3483020,6112,0.985,0.933,0.01
C3483137,6112,0.338,0.664,0.017
C3483141,6112,0.27,0.594,0.016
C3483145,6112,0.318,0.602,0.017
C3483149,6112,0.4,0.588,0.017
C3483153,6112,0.508,0.54,0.017
C3483157,6112,0.524,0.624,0.017
C3483407,6112,0.354,0.71,0.077
C3483411,6112,0.414,0.544,0.076
C3483415,6112,0.338,0.644,0.075
C3483419,6112,0.358,0.62,0.076
C3483423,6112,0.384,0.584,0.074
C3483427,6112,0.296,0.704,0.077
C3483430,6112,0.984,0.838,0.058
C3483525,6112,0.407,0.899,0.051
C3483627,6112,0.907,0.979,0.009
C3483906,6112,0.328,0.558,0.081
C3483910,6112,0.35,0.56,0.08
C3483914,6112,0.348,0.51,0.079
C3483918,6112,0.294,0.572,0.08
C3483922,6112,0.384,0.538,0.081
C3483926,6112,0.442,0.558,0.082
C3483929,6112,0.502,0.516,0.009
C3484024,6112,0.488,0.622,0.018
C3484037,6112,0.372,0.424,0.015
C3484310,6112,0.274,0.263,0.251
C3484417,6112,0.256,0.614,0.085
C3484421,6112,0.36,0.572,0.089
C3484425,6112,0.49,0.52,0.086
C3484429,6112,0.514,0.646,0.085
C3484433,6112,0.522,0.612,0.084
C3484437,6112,0.55,0.492,0.087
C3484440,6112,0.516,0.506,0.01
C3484637,6112,0.556,0.606,0.02
C3484641,6112,0.508,0.652,0.021
C3484645,6112,0.45,0.712,0.02
C3484649,6112,0.462,0.686,0.02
C3484653,6112,0.522,0.57,0.02
C3484657,6112,0.492,0.576,0.02
C3484704,6112,0.553,0.591,0.012
C3485203,6112,0.378,0.646,0.099
C3485207,6112,0.398,0.684,0.099
C3485211,6112,0.46,0.55,0.096
C3485215,6112,0.408,0.658,0.098
C3485219,6112,0.48,0.616,0.087
C3485223,6112,0.472,0.58,0.099
C3485226,6112,0.506,0.52,0.012
C3485321,6112,0.242,0.914,0.01
C3485523,6112,0.166,0.812,0.024
C3485530,6112,0.248,0.84,0.024
C3486155,6112,0.632,0.38,0.017
C3486202,6112,0.544,0.448,0.017
C3486208,6112,0.32,0.644,0.114
C3486212,6112,0.388,0.56,0.116
C3486216,6112,0.376,0.674,0.115
C3486220,6112,0.406,0.672,0.115
C3486224,6112,0.42,0.702,0.115
C3486228,6112,0.482,0.65,0.115
C3486231,6112,0.508,0.528,0.014
C3486243,6112,0.616,0.584,0.027
C3486247,6112,0.548,0.584,0.027
C3486251,6112,0.418,0.682,0.026
C3486255,6112,0.448,0.59,0.028
C3486259,6112,0.496,0.57,0.029
C3486303,6112,0.474,0.654,0.027
C3486955,6112,0.438,0.604,0.032
C3487002,6112,0.37,0.608,0.031
C3487008,6112,0.428,0.638,0.133
C3487012,6112,0.468,0.646,0.133
C3487016,6112,0.538,0.672,0.135
C3487020,6112,0.638,0.676,0.133
C3487024,6112,0.67,0.6,0.139
C3487028,6112,0.692,0.538,0.135
C3487031,6112,0.536,0.512,0.017
C3487250,6112,0.539,0.644,0.011
C3487516,6112,0.558,0.69,0.02
C3487521,6112,0.462,0.746,0.153
C3487525,6112,0.488,0.672,0.152
C3487529,6112,0.55,0.534,0.143
C3487533,6112,0.464,0.63,0.151
C3487537,6112,0.438,0.702,0.159
C3487541,6112,0.464,0.694,0.152
C3487544,6112,0.504,0.534,0.019
C3487713,6112,0.686,0.536,0.036
C3487722,6112,0.548,0.51,0.035
C3487726,6112,0.614,0.516,0.035
C3487730,6112,0.53,0.588,0.035
C3487734,6112,0.62,0.562,0.034
C3487738,6112,0.69,0.478,0.035
C3487742,6112,0.7,0.534,0.035
C3487820,6112,0.146,0.572,0.02
C3487945,6112,0.606,0.59,0.022
C3487949,6112,0.574,0.676,0.021
C3487953,6112,0.538,0.748,0.021
C3487957,6112,0.614,0.598,0.021
C3488222,6112,0.297,0.975,0.01
C3488225,6112,0.986,0.839,0.057
C3488228,6112,0.494,0.564,0.021
C3488232,6112,0.582,0.574,0.021
C3488236,6112,0.63,0.706,0.021
C3488240,6112,0.752,0.68,0.021
C3488243,6112,0.984,0.839,0.057
C3488250,6112,0.601,0.798,0.012
C3488255,6112,0.472,0.646,0.181
C3488259,6112,0.546,0.568,0.183
C3488303,6112,0.53,0.648,0.185
C3488307,6112,0.48,0.78,0.183
C3488311,6112,0.506,0.74,0.175
C3488315,6112,0.558,0.604,0.18
