C1942429,5204,0.42,0.402,0.269
C1942432,5204,0.428,0.386,0.268
C1942435,5204,0.37,0.436,0.284
C1942438,5204,0.336,0.508,0.268
C1942441,5204,0.354,0.438,0.285
C1942444,5204,0.42,0.388,0.266
C1942447,5204,0.392,0.434,0.282
C1942450,5204,0.382,0.466,0.282
C1942453,5204,0.362,0.492,0.283
C1942456,5204,0.36,0.49,0.284
C1942459,5204,0.464,0.326,0.285
C1942502,5204,0.456,0.358,0.269
C1942505,5204,0.424,0.396,0.284
C1942508,5204,0.4,0.446,0.288
C1942511,5204,0.43,0.452,0.268
C1942514,5204,0.512,0.328,0.278
C1942517,5204,0.468,0.39,0.287
C1942520,5204,0.452,0.478,0.27
C1942523,5204,0.432,0.516,0.274
C1942526,5204,0.508,0.372,0.278
C1942529,5204,0.486,0.392,0.288
C1942532,5204,0.444,0.468,0.282
C1942535,5204,0.432,0.526,0.273
C1942538,5204,0.474,0.406,0.288
C1942541,5204,0.496,0.424,0.271
C1942544,5204,0.39,0.524,0.288
C1942547,5204,0.434,0.462,0.28
C1942550,5204,0.468,0.39,0.286
C1942553,5204,0.434,0.438,0.281
C1942556,5204,0.372,0.504,0.287
C1942559,5204,0.418,0.432,0.279
C1942602,5204,0.436,0.362,0.29
C1942605,5204,0.334,0.508,0.284
C1942608,5204,0.352,0.448,0.287
C1942611,5204,0.39,0.37,0.285
C1942614,5204,0.342,0.428,0.287
C1942617,5204,0.336,0.508,0.266
C1942620,5204,0.362,0.426,0.292
C1942623,5204,0.436,0.376,0.266
C1942626,5204,0.342,0.502,0.283
C1942629,5204,0.348,0.474,0.285
C1942632,5204,0.412,0.388,0.267
C1942635,5204,0.422,0.32,0.283
C1942638,5204,0.332,0.426,0.285
C1942641,5204,0.372,0.376,0.283
C1942644,5204,0.428,0.342,0.273
C1942647,5204,0.384,0.408,0.29
C1942650,5204,0.344,0.514,0.282
C1942653,5204,0.38,0.468,0.287
C1942656,5204,0.416,0.376,0.295
C1942659,5204,0.348,0.466,0.289
C1942702,5204,0.354,0.464,0.269
C1942705,5204,0.38,0.366,0.285
C1942708,5204,0.42,0.3,0.27
C1942711,5204,0.29,0.428,0.287
C1942714,5204,0.318,0.388,0.267
C1942717,5204,0.31,0.37,0.276
C1942720,5204,0.306,0.346,0.288
C1942723,5204,0.338,0.346,0.283
C1942726,5204,0.354,0.346,0.289
C1942729,5204,0.38,0.34,0.29
C1942732,5204,0.396,0.338,0.295
C1942735,5204,0.426,0.35,0.281
C1942738,5204,0.436,0.338,0.294
C1942741,5204,0.364,0.494,0.283
C1942744,5204,0.412,0.444,0.283
C1942747,5204,0.47,0.422,0.267
C1942750,5204,0.436,0.472,0.271
C1942753,5204,0.4,0.516,0.286
C1942759,5204,0.466,0.42,0.276
C1942802,5204,0.46,0.346,0.283
C1942805,5204,0.432,0.418,0.275
C1942808,5204,0.412,0.522,0.273
C1942811,5204,0.392,0.564,0.275
C1942814,5204,0.48,0.43,0.286
C1942817,5204,0.444,0.46,0.291
C1942820,5204,0.418,0.482,0.273
C1942823,5204,0.384,0.508,0.272
C1942826,5204,0.446,0.34,0.292
C1942829,5204,0.436,0.39,0.287
C1942832,5204,0.41,0.51,0.274
C1942835,5204,0.358,0.556,0.288
C1942838,5204,0.45,0.416,0.282
C1942841,5204,0.432,0.458,0.269
C1942844,5204,0.358,0.518,0.288
C1942847,5204,0.372,0.492,0.281
C1942850,5204,0.414,0.39,0.293
C1942853,5204,0.374,0.49,0.275
C1942856,5204,0.304,0.536,0.281
C1942859,5204,0.38,0.386,0.285
C1942902,5204,0.354,0.422,0.288
C1942905,5204,0.332,0.51,0.27
C1942908,5204,0.356,0.462,0.286
C1942911,5204,0.416,0.372,0.293
C1942914,5204,0.43,0.426,0.269
C1942917,5204,0.392,0.45,0.285
C1942920,5204,0.374,0.488,0.284
C1942923,5204,0.352,0.526,0.286
C1942926,5204,0.402,0.502,0.272
C1942929,5204,0.448,0.382,0.29
C1942932,5204,0.44,0.402,0.286
C1942935,5204,0.43,0.422,0.283
C1943059,5204,0.502,0.54,0.036
C1943100,5204,0.592,0.828,0.267
C1943101,5204,0.508,0.534,0.035
C1943102,5204,0.632,0.726,0.287
C1943104,5204,0.67,0.646,0.297
C1943106,5204,0.668,0.11,0.286
C1943108,5204,0.638,0.144,0.285
C1943301,5204,0.296,0.176,0.01
C1943321,5204,0.022,0.732,0.268
C1943323,5204,0.03,0.14,0.297
C1943327,5204,0.106,0.068,0.29
C1943328,5204,0.526,0.512,0.035
C1943329,5204,0.728,0.672,0.294
C1943330,5204,0.52,0.52,0.035
C1943331,5204,0.678,0.698,0.283
C1943333,5204,0.722,0.666,0.278
C1943337,5204,0.798,0.188,0.178
C1943339,5204,0.714,0.098,0.269
C1943546,5204,0.182,0.666,0.284
C1943548,5204,0.206,0.66,0.275
C1943550,5204,0.198,0.604,0.294
C1943557,5204,0.514,0.51,0.037
C1943558,5204,0.68,0.556,0.29
C1943559,5204,0.52,0.5,0.035
C1943600,5204,0.726,0.504,0.279
C1943602,5204,0.756,0.456,0.268
C1943815,5204,0.29,0.752,0.274
C1943817,5204,0.324,0.65,0.275
C1943819,5204,0.302,0.66,0.289
C1943821,5204,0.282,0.146,0.289
C1943826,5204,0.538,0.524,0.035
C1943828,5204,0.536,0.526,0.035
C1943829,5204,0.969,0.653,0.126
C1943831,5204,0.776,0.268,0.28
C1943833,5204,0.859,0.187,0.147
C1943835,5204,0.863,0.225,0.164
C1943837,5204,0.992,0.406,0.313
C1944044,5204,0.254,0.542,0.295
C1944046,5204,0.202,0.66,0.283
C1944048,5204,0.146,0.714,0.284
C1944052,5204,0.186,0.022,0.291
C1944054,5204,0.452,0.348,0.316
C1944055,5204,0.526,0.504,0.036
C1944057,5204,0.526,0.508,0.036
C1944058,5204,0.748,0.624,0.277
C1944100,5204,0.718,0.65,0.274
C1944305,5204,0.132,0.662,0.282
C1944308,5204,0.24,0.584,0.292
C1944311,5204,0.232,0.756,0.269
C1944320,5204,0.206,0.126,0.29
C1944322,5204,0.45,0.442,0.038
C1944324,5204,0.79,0.63,0.278
C1944326,5204,0.526,0.506,0.037
C1944328,5204,0.774,0.576,0.289
C1944331,5204,0.748,0.624,0.289
C1944534,5204,0.224,0.65,0.296
C1944537,5204,0.22,0.708,0.273
C1944540,5204,0.168,0.754,0.271
C1944551,5204,0.448,0.44,0.036
C1944553,5204,0.646,0.246,0.327
C1944555,5204,0.534,0.51,0.036
C1944557,5204,0.758,0.718,0.287
C1944600,5204,0.702,0.688,0.271
C1944603,5204,0.924,0.358,0.326
C1944606,5204,0.916,0.342,0.31
C1944609,5204,0.662,0.016,0.292
C1944810,5204,0.226,0.668,0.271
C1944812,5204,0.176,0.64,0.287
C1944814,5204,0.144,0.622,0.295
C1944821,5204,0.526,0.51,0.036
C1944822,5204,0.796,0.66,0.309
C1944823,5204,0.534,0.514,0.036
C1944824,5204,0.98,0.67,0.281
C1944826,5204,0.96,0.662,0.282
C1945050,5204,0.51,0.498,0.037
C1945051,5204,0.646,0.534,0.271
C1945052,5204,0.51,0.5,0.037
C1945053,5204,0.61,0.528,0.293
C1945055,5204,0.596,0.54,0.294
C1945057,5204,0.608,0.002,0.271
C1945308,5204,0.238,0.676,0.285
C1945310,5204,0.234,0.662,0.293
C1945312,5204,0.248,0.65,0.287
C1945319,5204,0.538,0.508,0.037
C1945320,5204,0.962,0.646,0.275
C1945321,5204,0.534,0.518,0.036
C1945322,5204,0.772,0.76,0.308
C1945324,5204,0.776,0.7,0.27
C1945326,5204,0.746,0.092,0.317
C1945328,5204,0.778,0.088,0.274
C1945330,5204,0.73,0.046,0.311
C1945537,5204,0.142,0.616,0.295
C1945539,5204,0.17,0.536,0.297
C1945541,5204,0.21,0.498,0.298
C1945543,5204,0.212,0.002,0.287
C1945548,5204,0.52,0.53,0.037
C1945549,5204,0.73,0.732,0.281
C1945550,5204,0.522,0.52,0.039
C1945551,5204,0.762,0.67,0.293
C1945553,5204,0.786,0.592,0.272
C1945555,5204,0.712,0.086,0.287
C1945806,5204,0.164,0.522,0.299
C1945808,5204,0.178,0.488,0.295
C1945817,5204,0.516,0.51,0.036
C1945818,5204,0.7,0.578,0.273
C1945819,5204,0.518,0.504,0.036
C1945820,5204,0.716,0.544,0.282
C1945822,5204,0.646,0.58,0.292
C1945824,5204,0.598,0.08,0.294
C1945826,5204,0.632,0.008,0.295
C1946533,5204,0.276,0.548,0.295
C1946535,5204,0.246,0.606,0.274
C1946537,5204,0.164,0.63,0.29
C1946544,5204,0.532,0.5,0.037
C1946545,5204,0.692,0.262,0.284
C1946546,5204,0.53,0.512,0.036
C1946547,5204,0.766,0.666,0.275
C1946549,5204,0.782,0.7,0.316
C1946555,5204,0.99,0.414,0.316
C1946802,5204,0.148,0.69,0.275
C1946804,5204,0.094,0.748,0.276
C1946806,5204,0.122,0.706,0.281
C1946808,5204,0.168,0.136,0.293
C1946810,5204,0.198,0.158,0.295
C1946812,5204,0.152,0.222,0.297
C1946813,5204,0.522,0.544,0.037
C1946814,5204,0.726,0.872,0.283
C1946815,5204,0.522,0.538,0.037
C1946816,5204,0.722,0.772,0.296
C1946818,5204,0.734,0.654,0.288
C1946820,5204,0.678,0.002,0.276
C1946822,5204,0.562,0.038,0.3
C1947031,5204,0.038,0.784,0.276
C1947033,5204,0.066,0.688,0.29
C1947035,5204,0.09,0.638,0.3
C1947037,5204,0.068,0.12,0.289
C1947039,5204,0.032,0.168,0.3
C1947041,5204,0.054,0.158,0.293
C1947042,5204,0.518,0.526,0.036
C1947043,5204,0.738,0.68,0.275
C1947044,5204,0.528,0.516,0.036
C1947045,5204,0.768,0.692,0.305
C1947047,5204,0.73,0.758,0.289
C1947053,5204,0.768,0.044,0.298
C1947257,5204,0.136,0.832,0.277
C1947306,5204,0.002,0.1,0.28
C1947308,5204,0.422,0.438,0.036
C1947310,5204,0.552,0.57,0.298
C1947312,5204,0.508,0.504,0.036
C1947314,5204,0.646,0.612,0.283
C1947317,5204,0.586,0.756,0.277
C1947520,5204,0.086,0.638,0.298
C1947523,5204,0.098,0.648,0.295
C1947526,5204,0.078,0.734,0.29
C1947535,5204,0.07,0.106,0.302
C1947537,5204,0.444,0.436,0.036
C1947539,5204,0.736,0.642,0.284
C1947541,5204,0.52,0.52,0.036
C1947543,5204,0.708,0.71,0.278
C1947546,5204,0.696,0.756,0.277
C1947552,5204,0.776,0.072,0.284
C1947555,5204,0.704,0.026,0.3
C1947757,5204,0.074,0.732,0.283
C1947803,5204,0.004,0.168,0.28
C1947807,5204,0.008,0.018,0.306
C1947808,5204,0.512,0.508,0.039
C1947809,5204,0.704,0.592,0.285
C1947810,5204,0.52,0.512,0.036
C1947811,5204,0.658,0.65,0.301
C1947813,5204,0.622,0.796,0.288
C1948030,5204,0.036,0.65,0.287
C1948037,5204,0.502,0.524,0.036
C1948038,5204,0.586,0.674,0.288
C1948039,5204,0.508,0.518,0.036
C1948040,5204,0.638,0.644,0.286
C1948042,5204,0.692,0.586,0.278
C1948255,5204,0.11,0.746,0.277
C1948257,5204,0.08,0.756,0.282
C1948259,5204,0.126,0.658,0.284
C1948301,5204,0.148,0.032,0.3
C1948303,5204,0.126,0.078,0.296
C1948305,5204,0.088,0.112,0.306
C1948306,5204,0.522,0.528,0.036
C1948307,5204,0.71,0.77,0.29
C1948308,5204,0.524,0.528,0.036
C1948309,5204,0.764,0.718,0.3
C1948311,5204,0.718,0.254,0.32
C1948313,5204,0.986,0.38,0.299
C1948315,5204,0.797,0.161,0.165
C1948524,5204,0.15,0.538,0.302
C1948526,5204,0.156,0.522,0.303
C1948528,5204,0.152,0.54,0.299
C1948535,5204,0.524,0.512,0.036
C1948536,5204,0.742,0.65,0.302
C1948537,5204,0.528,0.516,0.036
C1948538,5204,0.76,0.646,0.279
C1948540,5204,0.758,0.686,0.295
C1948753,5204,0.066,0.746,0.281
C1948755,5204,0.106,0.756,0.286
C1948757,5204,0.208,0.68,0.296
C1948759,5204,0.246,0.174,0.282
C1948801,5204,0.218,0.21,0.297
C1948803,5204,0.172,0.206,0.301
C1948804,5204,0.534,0.536,0.036
C1948805,5204,0.939,0.783,0.122
C1948806,5204,0.53,0.536,0.036
C1948807,5204,0.756,0.824,0.305
C1948809,5204,0.77,0.758,0.306
C1948811,5204,0.998,0.344,0.3
C1948813,5204,0.956,0.426,0.326
C1948815,5204,0.732,0.044,0.297
C1949022,5204,0.156,0.73,0.28
C1949024,5204,0.23,0.622,0.287
C1949026,5204,0.158,0.762,0.284
C1949028,5204,0.148,0.174,0.302
C1949032,5204,0.152,0.224,0.298
C1949033,5204,0.526,0.538,0.036
C1949034,5204,0.664,0.62,0.29
C1949035,5204,0.542,0.524,0.036
C1949036,5204,0.969,0.7,0.135
C1949038,5204,0.658,0.424,0.31
C1949040,5204,0.839,0.243,0.185
C1949042,5204,0.847,0.256,0.187
C1949044,5204,0.98,0.46,0.283
C1949251,5204,0.212,0.674,0.287
C1949253,5204,0.138,0.79,0.281
C1949255,5204,0.128,0.782,0.291
C1949257,5204,0.122,0.138,0.299
C1949259,5204,0.138,0.148,0.303
C1949301,5204,0.154,0.164,0.305
C1949302,5204,0.53,0.53,0.037
C1949303,5204,0.794,0.816,0.33
C1949304,5204,0.532,0.53,0.037
C1949305,5204,0.83,0.982,0.059
C1949307,5204,0.754,0.774,0.314
C1949309,5204,0.702,0.146,0.305
C1949311,5204,0.674,0.136,0.294
C1949313,5204,0.642,0.12,0.308
C1949503,5204,0.674,0.677,0.011
C1949520,5204,0.088,0.668,0.295
C1949522,5204,0.044,0.738,0.28
C1949524,5204,0.066,0.664,0.306
C1949526,5204,0.122,0.018,0.306
C1949528,5204,0.146,0.004,0.297
C1949530,5204,0.104,0.062,0.296
C1949531,5204,0.516,0.518,0.036
C1949532,5204,0.67,0.708,0.282
C1949533,5204,0.518,0.52,0.036
C1949534,5204,0.72,0.66,0.299
C1949536,5204,0.78,0.638,0.316
C1949538,5204,0.798,0.154,0.161
C1949749,5204,0.106,0.716,0.286
C1949751,5204,0.122,0.668,0.296
C1949753,5204,0.132,0.618,0.301
C1949755,5204,0.162,0.002,0.296
C1949757,5204,0.196,0.002,0.282
C1949800,5204,0.518,0.53,0.036
C1949801,5204,0.704,0.756,0.295
C1949802,5204,0.522,0.528,0.037
C1949803,5204,0.728,0.722,0.281
C1949805,5204,0.718,0.698,0.29
C1949807,5204,0.7,0.078,0.303
C1949809,5204,0.712,0.05,0.294
C1949811,5204,0.712,0.014,0.297
C1950015,5204,0.008,0.55,0.304
C1950026,5204,0.43,0.442,0.037
C1950028,5204,0.612,0.634,0.3
C1950030,5204,0.508,0.516,0.037
C1950032,5204,0.634,0.602,0.306
C1950035,5204,0.738,0.582,0.282
C1950238,5204,0.04,0.55,0.285
C1950241,5204,0.002,0.554,0.307
C1950244,5204,0.014,0.598,0.283
C1950255,5204,0.442,0.43,0.037
C1950257,5204,0.742,0.636,0.293
C1950259,5204,0.526,0.522,0.037
C1950301,5204,0.74,0.706,0.293
C1950304,5204,0.726,0.684,0.299
C1950310,5204,0.718,0.176,0.297
C1950507,5204,0.168,0.632,0.302
C1950510,5204,0.192,0.644,0.296
C1950513,5204,0.152,0.764,0.281
C1950522,5204,0.164,0.124,0.302
C1950524,5204,0.452,0.444,0.037
C1950526,5204,0.79,0.728,0.337
C1950528,5204,0.524,0.534,0.038
C1950530,5204,0.748,0.8,0.292
C1950533,5204,0.656,0.356,0.324
C1950539,5204,0.9,0.364,0.3
C1950542,5204,0.798,0.024,0.334
C1950743,5204,0.156,0.83,0.285
C1950745,5204,0.182,0.73,0.285
C1950747,5204,0.186,0.634,0.305
C1950749,5204,0.142,0.112,0.303
C1950751,5204,0.092,0.148,0.309
C1950754,5204,0.528,0.52,0.037
C1950755,5204,0.776,0.698,0.328
C1950756,5204,0.534,0.514,0.038
C1950757,5204,0.68,0.304,0.293
C1950759,5204,0.8,0.692,0.309
C1951012,5204,0.18,0.662,0.311
C1951014,5204,0.194,0.722,0.291
C1951016,5204,0.188,0.75,0.295
C1951018,5204,0.168,0.122,0.314
C1951020,5204,0.238,0.002,0.297
C1951022,5204,0.464,0.384,0.331
C1951023,5204,0.536,0.506,0.037
C1951024,5204,0.74,0.276,0.288
C1951025,5204,0.536,0.51,0.038
C1951026,5204,0.772,0.408,0.329
C1951028,5204,0.784,0.656,0.284
C1951241,5204,0.214,0.608,0.288
C1951243,5204,0.22,0.53,0.304
C1951245,5204,0.166,0.582,0.319
C1951252,5204,0.528,0.506,0.038
C1951253,5204,0.682,0.444,0.288
C1951254,5204,0.534,0.508,0.037
C1951255,5204,0.808,0.658,0.323
C1951257,5204,0.764,0.782,0.317
C1951303,5204,0.996,0.412,0.299
C1951510,5204,0.052,0.566,0.304
C1951512,5204,0.03,0.576,0.304
C1951514,5204,0.018,0.606,0.288
C1951521,5204,0.522,0.494,0.038
C1951522,5204,0.74,0.504,0.297
C1951523,5204,0.524,0.498,0.038
C1951524,5204,0.742,0.53,0.298
C1951526,5204,0.744,0.556,0.3
C1951532,5204,0.754,0.026,0.286
C1951739,5204,0.184,0.548,0.307
C1951741,5204,0.162,0.642,0.301
C1951743,5204,0.142,0.666,0.296
C1951749,5204,0.048,0.128,0.312
C1951750,5204,0.51,0.528,0.037
C1951751,5204,0.656,0.708,0.289
C1951752,5204,0.52,0.516,0.038
C1951753,5204,0.746,0.602,0.305
C1951755,5204,0.742,0.6,0.303
C1951757,5204,0.702,0.016,0.31
C1952008,5204,0.15,0.708,0.292
C1952010,5204,0.11,0.722,0.289
C1952012,5204,0.096,0.642,0.312
C1952014,5204,0.444,0.33,0.289
C1952016,5204,0.326,0.35,0.315
C1952019,5204,0.52,0.512,0.038
C1952020,5204,0.702,0.656,0.296
C1952021,5204,0.518,0.52,0.037
C1952022,5204,0.684,0.712,0.299
C1952024,5204,0.658,0.718,0.297
C1952028,5204,0.938,0.348,0.316
C1952030,5204,0.92,0.39,0.324
C1952237,5204,0.064,0.656,0.303
C1952239,5204,0.04,0.724,0.29
C1952245,5204,0.064,0.028,0.308
C1952248,5204,0.516,0.506,0.038
C1952249,5204,0.67,0.624,0.29
C1952250,5204,0.512,0.52,0.037
C1952251,5204,0.61,0.706,0.288
C1952253,5204,0.606,0.658,0.312
C1952257,5204,0.684,0.026,0.31
C1952506,5204,0.03,0.638,0.293
C1952508,5204,0.032,0.628,0.294
C1952510,5204,0.044,0.516,0.313
C1952517,5204,0.502,0.508,0.037
C1952518,5204,0.736,0.414,0.296
C1952519,5204,0.522,0.496,0.037
C1952520,5204,0.698,0.63,0.288
C1952522,5204,0.734,0.668,0.303
C1952735,5204,0.31,0.682,0.296
C1952737,5204,0.292,0.686,0.288
C1952739,5204,0.276,0.69,0.29
C1952741,5204,0.254,0.114,0.305
C1952743,5204,0.244,0.116,0.308
C1952745,5204,0.248,0.08,0.316
C1952746,5204,0.544,0.512,0.037
C1952748,5204,0.552,0.512,0.037
C1952751,5204,1.0,0.694,0.295
C1952757,5204,0.866,0.221,0.161
C1953241,5204,0.53,0.406,0.313
C1953243,5204,0.232,0.744,0.294
C1953245,5204,0.146,0.22,0.311
C1953247,5204,0.722,0.734,0.291
C1953249,5204,0.674,0.098,0.312
C1953510,5204,0.438,0.304,0.309
C1953512,5204,0.174,0.69,0.294
C1953514,5204,0.158,0.14,0.316
C1953516,5204,0.758,0.768,0.291
C1953518,5204,0.698,0.194,0.312
C1953739,5204,0.536,0.356,0.31
C1953741,5204,0.29,0.8,0.308
C1953743,5204,0.26,0.036,0.316
C1953745,5204,0.774,0.73,0.348
C1953747,5204,0.97,0.414,0.328
C1954008,5204,0.408,0.376,0.314
C1954014,5204,0.614,0.594,0.308
C1954201,5204,0.43,0.088,0.012
C1954237,5204,0.38,0.25,0.315
C1954239,5204,0.122,0.76,0.293
C1954241,5204,0.136,0.152,0.318
C1954243,5204,0.762,0.794,0.337
C1954245,5204,0.772,0.186,0.31
C1954506,5204,0.368,0.596,0.318
C1954508,5204,0.194,0.808,0.3
C1954510,5204,0.19,0.176,0.306
C1954512,5204,0.744,0.794,0.316
C1954514,5204,0.664,0.166,0.32
C1954735,5204,0.386,0.55,0.323
C1954741,5204,0.63,0.722,0.3
C1954743,5204,0.928,0.366,0.333
C1955004,5204,0.396,0.51,0.323
C1955008,5204,0.362,0.352,0.322
C1955010,5204,0.642,0.676,0.293
C1955012,5204,0.795,0.225,0.198
C1955501,5204,0.394,0.602,0.304
C1955503,5204,0.224,0.778,0.297
C1955505,5204,0.144,0.214,0.316
C1955507,5204,0.71,0.832,0.296
C1955509,5204,0.986,0.454,0.312
C1955730,5204,0.43,0.424,0.321
C1955732,5204,0.236,0.658,0.307
C1955734,5204,0.196,0.2,0.32
C1955736,5204,0.967,0.765,0.098
C1955738,5204,0.988,0.414,0.35
C1955959,5204,0.536,0.412,0.32
C1956001,5204,0.266,0.594,0.317
C1956041,5204,0.223,0.335,0.013
C1956228,5204,0.396,0.256,0.327
C1956230,5204,0.064,0.694,0.299
C1956234,5204,0.712,0.64,0.306
C1956236,5204,0.62,0.138,0.323
C1956301,5204,0.634,0.268,0.012
C1956457,5204,0.3,0.36,0.324
C1956459,5204,0.068,0.598,0.319
C1956501,5204,0.272,0.382,0.305
C1956503,5204,0.668,0.586,0.33
C1956726,5204,0.342,0.392,0.318
C1956732,5204,0.602,0.676,0.304
C1956734,5204,0.6,0.132,0.319
C1956955,5204,0.368,0.368,0.322
C1956957,5204,0.164,0.694,0.302
C1956959,5204,0.132,0.208,0.319
C1957001,5204,0.722,0.894,0.299
C1957003,5204,0.662,0.084,0.323
C1957224,5204,0.57,0.348,0.323
C1957226,5204,0.332,0.686,0.307
C1957228,5204,0.23,0.092,0.325
C1957314,5204,0.325,0.421,0.012
C1957453,5204,0.676,0.496,0.303
C1957455,5204,0.312,0.818,0.3
C1957457,5204,0.33,0.082,0.316
C1957722,5204,0.486,0.408,0.302
C1957724,5204,0.24,0.612,0.325
C1957726,5204,0.238,0.118,0.325
C1957728,5204,0.804,0.758,0.331
C1957730,5204,0.98,0.524,0.363
C1957951,5204,0.43,0.598,0.326
C1957953,5204,0.296,0.756,0.302
C1957955,5204,0.284,0.206,0.324
C1958448,5204,0.584,0.722,0.301
C1958450,5204,0.398,0.774,0.308
C1958452,5204,0.25,0.264,0.319
C1958717,5204,0.55,0.562,0.324
C1958719,5204,0.434,0.714,0.302
C1958721,5204,0.338,0.22,0.325
C1958946,5204,0.568,0.588,0.327
C1958948,5204,0.376,0.574,0.328
C1959159,5204,0.662,0.32,0.011
C1959215,5204,0.334,0.528,0.303
C1959217,5204,0.076,0.816,0.304
C1959219,5204,0.094,0.162,0.334
C1959221,5204,0.756,0.788,0.338
C1959223,5204,0.75,0.14,0.336
C1959444,5204,0.516,0.344,0.326
C1959446,5204,0.172,0.726,0.306
C1959448,5204,0.118,0.268,0.306
C1959450,5204,0.656,0.584,0.31
C1959452,5204,0.726,0.262,0.306
C1960210,5205,0.54,0.542,0.333
C1960216,5205,0.646,0.608,0.32
C1960241,5205,0.248,0.144,0.012
C1960439,5205,0.442,0.526,0.318
C1960441,5205,0.134,0.716,0.324
C1960443,5205,0.348,0.398,0.332
C1960445,5205,0.668,0.662,0.309
C1960447,5205,0.656,0.09,0.331
C1960708,5205,0.37,0.57,0.323
C1960710,5205,0.162,0.798,0.313
C1960712,5205,0.164,0.162,0.333
C1960714,5205,0.967,0.759,0.101
C1960716,5205,0.762,0.03,0.335
C1960937,5205,0.378,0.518,0.33
C1960939,5205,0.162,0.606,0.328
C1960941,5205,0.074,0.074,0.338
C1960943,5205,0.676,0.674,0.315
C1960945,5205,0.718,0.058,0.335
C1961703,5205,0.41,0.538,0.335
C1961705,5205,0.288,0.748,0.315
C1961707,5205,0.296,0.16,0.326
C1961801,5205,0.536,0.454,0.012
C1961932,5205,0.47,0.512,0.332
C1961938,5205,0.612,0.764,0.316
C1961940,5205,0.642,0.046,0.34
C1962201,5205,0.468,0.474,0.31
C1962203,5205,0.204,0.734,0.317
C1962205,5205,0.174,0.144,0.337
C1962207,5205,0.738,0.81,0.341
C1962209,5205,0.72,0.212,0.318
C1962430,5205,0.392,0.326,0.341
C1962432,5205,0.172,0.65,0.313
C1962434,5205,0.122,0.14,0.339
C1962436,5205,0.622,0.556,0.345
C1962438,5205,0.799,0.205,0.186
C1962659,5205,0.534,0.366,0.343
C1962705,5205,0.608,0.708,0.325
C1962707,5205,0.66,0.002,0.333
C1962928,5205,0.46,0.588,0.34
C1962930,5205,0.292,0.634,0.324
C1962936,5205,0.68,0.01,0.33
C1963157,5205,0.456,0.412,0.345
C1963159,5205,0.216,0.746,0.32
C1963201,5205,0.194,0.168,0.339
C1963203,5205,0.968,0.75,0.103
C1963205,5205,0.908,0.47,0.375
C1963426,5205,0.36,0.576,0.337
C1963428,5205,0.174,0.804,0.316
C1963430,5205,0.212,0.158,0.338
C1963432,5205,0.969,0.727,0.121
C1963434,5205,0.656,0.074,0.328
C1963655,5205,0.354,0.522,0.347
C1963657,5205,0.152,0.63,0.33
C1963701,5205,0.654,0.72,0.317
C1963703,5205,0.614,0.166,0.341
C1963924,5205,0.492,0.412,0.342
C1963926,5205,0.202,0.846,0.317
C1963930,5205,0.682,0.716,0.326
C1963932,5205,0.634,0.146,0.344
C1964420,5205,0.498,0.46,0.349
C1964422,5205,0.24,0.722,0.32
C1964424,5205,0.144,0.114,0.342
C1964426,5205,0.778,0.644,0.354
C1964649,5205,0.386,0.424,0.334
C1964651,5205,0.132,0.766,0.326
C1964653,5205,0.066,0.214,0.342
C1964655,5205,0.784,0.7,0.365
C1964657,5205,0.736,0.174,0.318
C1964918,5205,0.412,0.56,0.341
C1964920,5205,0.282,0.566,0.318
C1964924,5205,0.766,0.564,0.32
C1965147,5205,0.542,0.616,0.321
C1965149,5205,0.338,0.624,0.336
C1965151,5205,0.184,0.182,0.341
C1965155,5205,0.93,0.484,0.362
C1965416,5205,0.4,0.504,0.351
C1965418,5205,0.182,0.738,0.32
C1965420,5205,0.132,0.148,0.346
C1965422,5205,0.688,0.802,0.348
C1965424,5205,0.998,0.532,0.35
C1965645,5205,0.532,0.512,0.346
C1965647,5205,0.284,0.776,0.329
C1965649,5205,0.206,0.202,0.344
C1965651,5205,0.85,0.755,0.158
C1965653,5205,0.65,0.042,0.336
C1965914,5205,0.616,0.334,0.346
C1965916,5205,0.212,0.742,0.323
C1965918,5205,0.168,0.088,0.346
C1965920,5205,0.586,0.422,0.336
C1966044,5205,0.214,0.32,0.015
C1966143,5205,0.42,0.4,0.35
C1966145,5205,0.19,0.766,0.334
C1966147,5205,0.138,0.176,0.351
C1966149,5205,0.752,0.716,0.376
C1966151,5205,0.666,0.138,0.346
C1966412,5205,0.39,0.492,0.342
C1966414,5205,0.168,0.72,0.329
C1966416,5205,0.14,0.096,0.349
C1966418,5205,0.968,0.68,0.121
C1966420,5205,0.94,0.556,0.35
C1966641,5205,0.568,0.376,0.349
C1966643,5205,0.308,0.61,0.341
C1966645,5205,0.582,0.44,0.388
C1966910,5205,0.5,0.342,0.354
C1966912,5205,0.174,0.704,0.326
C1966914,5205,0.466,0.42,0.389
C1966916,5205,0.684,0.738,0.329
C1966918,5205,0.986,0.452,0.389
C1967407,5205,0.42,0.356,0.35
C1967409,5205,0.084,0.73,0.326
C1967411,5205,0.058,0.206,0.343
C1967413,5205,0.764,0.734,0.347
C1967415,5205,0.654,0.078,0.329
C1967636,5205,0.464,0.41,0.35
C1967638,5205,0.244,0.688,0.338
C1967640,5205,0.174,0.106,0.358
C1967642,5205,0.712,0.758,0.34
C1967644,5205,0.732,0.054,0.366
C1967905,5205,0.452,0.48,0.346
C1967907,5205,0.186,0.644,0.336
C1967909,5205,0.19,0.002,0.328
